hand_min_x,hand_min_y,hand_width,hand_height,object_min_x,object_min_y,object_width,object_height,handedness,picture_name,grasp
809,781,161,203,0,0,0,0,left,frame_1045.jpg,none
770,671,180,208,878,724,147,253,left,frame_692.jpg,none
883,474,293,309,0,0,0,0,left,frame_6856.jpg,none
595,674,338,381,463,478,528,248,left,frame_10782.jpg,none
763,889,205,191,0,0,0,0,left,frame_8540.jpg,none
830,567,148,155,0,0,0,0,left,frame_4209.jpg,none
1012,286,189,430,1691,726,438,423,left,frame_8765.jpg,none
908,543,200,162,424,67,211,134,left,frame_9915.jpg,none
578,544,314,311,916,612,236,205,left,frame_6065.jpg,none
368,323,410,292,1404,806,89,418,left,frame_11538.jpg,none
630,817,174,217,615,449,154,254,left,frame_675.jpg,none
372,269,305,422,1384,865,470,256,left,frame_1096.jpg,none
738,790,139,137,0,0,0,0,left,frame_6284.jpg,none
951,713,185,219,0,0,0,0,left,frame_8568.jpg,none
528,526,330,417,1398,647,67,315,left,frame_11129.jpg,none
830,572,139,152,0,0,0,0,left,frame_4206.jpg,none
681,752,174,212,412,522,216,271,left,frame_679.jpg,none
446,452,231,286,740,614,248,277,left,frame_8433.jpg,none
434,484,224,249,987,678,140,199,left,frame_8412.jpg,none
704,684,150,164,0,0,0,0,left,frame_4178.jpg,none
295,353,323,310,615,387,424,436,left,frame_10801.jpg,none
582,785,213,295,0,0,0,0,left,frame_8580.jpg,none
418,477,220,263,695,627,251,269,left,frame_8422.jpg,none
1020,677,152,215,0,0,0,0,left,frame_8557.jpg,none
769,601,154,147,0,0,0,0,left,frame_4186.jpg,none
1010,534,290,217,1014,255,147,323,left,frame_539.jpg,none
116,614,381,465,561,535,322,620,left,frame_9697.jpg,none
1031,177,191,389,0,0,0,0,left,frame_8768.jpg,none
926,591,135,208,0,0,0,0,left,frame_1055.jpg,none
870,128,172,326,1698,722,165,275,left,frame_8837.jpg,none
799,590,156,138,0,0,0,0,left,frame_4190.jpg,none
972,568,296,243,0,0,0,0,left,frame_544.jpg,none
814,537,174,154,636,206,263,410,left,frame_759.jpg,none
808,577,165,153,649,214,247,425,left,frame_755.jpg,none
850,835,200,245,0,0,0,0,left,frame_8544.jpg,none
837,758,132,195,0,0,0,0,left,frame_4622.jpg,none
465,425,238,292,764,593,251,284,left,frame_8438.jpg,none
917,616,348,324,1770,981,288,196,left,frame_6860.jpg,none
959,455,212,197,697,57,161,114,left,frame_10706.jpg,none
563,794,180,286,0,0,0,0,left,frame_8581.jpg,none
735,445,342,377,0,0,0,0,left,frame_1732.jpg,none
364,413,373,316,451,346,132,111,left,frame_11139.jpg,none
162,206,411,521,1342,844,438,252,left,frame_1100.jpg,none
798,870,219,210,0,0,0,0,left,frame_8542.jpg,none
838,740,150,202,0,0,0,0,left,frame_1047.jpg,none
835,757,203,256,0,0,0,0,left,frame_8572.jpg,none
718,664,219,240,0,0,0,0,left,frame_3666.jpg,none
808,588,152,133,0,0,0,0,left,frame_4191.jpg,none
175,800,214,280,1141,860,221,430,left,frame_9241.jpg,none
453,442,235,288,747,604,256,283,left,frame_8435.jpg,none
556,705,316,362,733,595,352,469,left,frame_6075.jpg,none
1031,0,169,288,1635,834,456,462,left,frame_8782.jpg,none
974,630,322,319,1153,570,187,252,left,frame_11282.jpg,none
784,792,115,172,0,0,0,0,left,frame_6416.jpg,none
181,708,232,315,1156,949,223,256,left,frame_9239.jpg,none
1009,694,152,218,0,0,0,0,left,frame_8555.jpg,none
402,624,178,198,0,0,0,0,left,frame_9225.jpg,none
54,667,411,413,0,0,0,0,left,frame_9694.jpg,none
763,605,150,147,0,0,0,0,left,frame_4185.jpg,none
708,738,229,276,0,0,0,0,left,frame_3662.jpg,none
581,772,301,308,719,597,396,479,left,frame_6079.jpg,none
542,621,164,174,0,0,0,0,left,frame_9210.jpg,none
262,732,188,335,0,0,0,0,left,frame_3571.jpg,none
259,637,213,263,1192,957,224,242,left,frame_9234.jpg,none
953,504,255,207,1039,467,68,119,left,frame_10708.jpg,none
989,536,209,488,562,415,158,393,left,frame_8760.jpg,none
478,400,240,306,757,562,297,325,left,frame_8441.jpg,none
912,772,183,265,0,0,0,0,left,frame_8547.jpg,none
469,419,242,301,763,578,263,306,left,frame_8439.jpg,none
702,729,173,210,618,468,164,274,left,frame_681.jpg,none
437,468,224,280,720,623,251,275,left,frame_8429.jpg,none
427,481,210,255,691,633,243,263,left,frame_8415.jpg,none
548,591,325,345,0,0,0,0,left,frame_6068.jpg,none
519,916,169,164,0,0,0,0,left,frame_6941.jpg,none
381,625,183,197,1231,972,227,214,left,frame_9227.jpg,none
921,535,167,184,418,66,213,132,left,frame_9918.jpg,none
912,540,196,173,419,67,216,134,left,frame_9916.jpg,none
879,728,294,204,373,326,364,384,left,frame_747.jpg,none
1022,603,278,347,757,271,194,320,left,frame_11121.jpg,none
752,612,150,149,0,0,0,0,left,frame_4184.jpg,none
717,482,327,385,0,0,0,0,left,frame_1733.jpg,none
1023,620,230,316,704,236,193,353,left,frame_10772.jpg,none
985,547,333,230,1078,276,147,323,left,frame_542.jpg,none
948,436,211,174,702,61,163,122,left,frame_10703.jpg,none
768,674,177,210,877,721,150,254,left,frame_691.jpg,none
919,900,177,180,0,0,0,0,left,frame_4165.jpg,none
782,380,181,281,1493,906,500,254,left,frame_1084.jpg,none
953,584,295,253,1348,668,308,334,left,frame_545.jpg,none
700,512,328,400,0,0,0,0,left,frame_1734.jpg,none
824,80,278,215,1466,938,219,275,left,frame_6752.jpg,none
809,538,179,146,636,206,259,409,left,frame_760.jpg,none
420,480,218,261,693,627,252,267,left,frame_8421.jpg,none
367,328,327,307,611,223,113,239,left,frame_11544.jpg,none
497,374,242,309,800,561,241,304,left,frame_8444.jpg,none
829,571,140,153,0,0,0,0,left,frame_4205.jpg,none
883,651,148,218,1222,1018,317,124,left,frame_1051.jpg,none
395,360,331,288,620,229,112,246,left,frame_11547.jpg,none
630,344,229,341,1458,899,509,258,left,frame_1089.jpg,none
616,601,146,186,0,0,0,0,left,frame_6958.jpg,none
709,701,151,170,609,726,168,218,left,frame_4177.jpg,none
1141,347,324,225,1355,145,212,270,left,frame_4955.jpg,none
217,429,353,415,532,458,492,320,left,frame_10790.jpg,none
822,583,139,136,0,0,0,0,left,frame_4194.jpg,none
535,808,171,168,0,0,0,0,left,frame_6945.jpg,none
816,712,141,129,0,0,0,0,left,frame_6292.jpg,none
971,698,186,220,0,0,0,0,left,frame_8567.jpg,none
468,500,343,436,1302,643,155,353,left,frame_11130.jpg,none
932,579,128,207,0,0,0,0,left,frame_1056.jpg,none
440,466,224,284,724,622,252,275,left,frame_8430.jpg,none
1041,880,182,164,1275,949,274,261,left,frame_4155.jpg,none
811,649,199,157,672,238,227,412,left,frame_751.jpg,none
970,657,224,423,574,412,156,383,left,frame_8758.jpg,none
986,710,154,248,0,0,0,0,left,frame_8552.jpg,none
999,367,191,461,1698,716,438,415,left,frame_8763.jpg,none
219,380,353,409,555,435,474,355,left,frame_10792.jpg,none
834,579,136,146,0,0,0,0,left,frame_4199.jpg,none
915,630,281,254,0,0,0,0,left,frame_547.jpg,none
857,695,301,372,427,484,549,263,left,frame_10777.jpg,none
910,549,212,176,424,67,212,134,left,frame_9913.jpg,none
804,762,203,269,0,0,0,0,left,frame_8573.jpg,none
824,853,207,227,0,0,0,0,left,frame_8543.jpg,none
428,480,210,252,694,635,239,262,left,frame_8414.jpg,none
608,519,309,286,0,0,0,0,left,frame_6063.jpg,none
872,672,144,215,1211,1021,304,118,left,frame_1050.jpg,none
1045,83,192,334,1679,728,469,554,left,frame_8772.jpg,none
419,477,214,264,691,628,247,267,left,frame_8419.jpg,none
617,425,384,353,0,0,0,0,left,frame_1480.jpg,none
613,672,195,176,0,0,0,0,left,frame_8382.jpg,none
616,832,177,235,614,453,154,266,left,frame_674.jpg,none
782,748,139,137,0,0,0,0,left,frame_6287.jpg,none
1034,0,154,296,1772,728,192,279,left,frame_8780.jpg,none
563,256,265,300,864,477,257,375,left,frame_8459.jpg,none
1022,866,161,144,0,0,0,0,left,frame_4151.jpg,none
522,285,263,320,831,493,250,363,left,frame_8451.jpg,none
987,703,138,186,0,0,0,0,left,frame_5900.jpg,none
0,153,465,585,1302,822,422,248,left,frame_1103.jpg,none
543,616,331,368,0,0,0,0,left,frame_6070.jpg,none
1051,601,221,304,1098,597,163,283,left,frame_11288.jpg,none
703,642,218,225,0,0,0,0,left,frame_3669.jpg,none
602,885,154,195,417,507,202,261,left,frame_672.jpg,none
821,763,161,201,0,0,0,0,left,frame_1046.jpg,none
693,506,164,411,0,0,0,0,left,frame_8847.jpg,none
763,677,175,213,876,717,146,253,left,frame_690.jpg,none
611,841,136,147,0,0,0,0,left,frame_3492.jpg,none
872,704,270,252,1741,768,356,347,left,frame_549.jpg,none
384,374,398,343,372,367,125,142,left,frame_11513.jpg,none
1023,564,246,354,1239,665,68,360,left,frame_11285.jpg,none
796,268,172,361,0,0,0,0,left,frame_8842.jpg,none
316,252,346,450,1374,860,458,255,left,frame_1097.jpg,none
1043,99,183,345,0,0,0,0,left,frame_8771.jpg,none
626,483,125,195,0,0,0,0,left,frame_6967.jpg,none
763,887,123,193,1096,1064,34,31,left,frame_8539.jpg,none
551,770,162,166,0,0,0,0,left,frame_6947.jpg,none
629,739,177,202,0,0,0,0,left,frame_8379.jpg,none
408,285,290,405,1398,871,473,259,left,frame_1095.jpg,none
642,796,177,219,415,515,208,268,left,frame_676.jpg,none
802,475,252,250,937,1024,71,79,left,frame_6850.jpg,none
832,179,193,346,0,0,0,0,left,frame_8839.jpg,none
276,633,208,257,1198,960,225,239,left,frame_9233.jpg,none
237,646,218,271,1186,955,225,246,left,frame_9235.jpg,none
816,583,141,136,0,0,0,0,left,frame_4192.jpg,none
244,491,363,450,476,508,588,194,left,frame_10788.jpg,none
1052,659,213,289,511,101,211,201,left,frame_11495.jpg,none
593,715,159,154,0,0,0,0,left,frame_6951.jpg,none
507,330,252,319,816,539,241,313,left,frame_8447.jpg,none
814,534,160,143,636,202,255,403,left,frame_764.jpg,none
631,473,123,186,0,0,0,0,left,frame_6970.jpg,none
1357,788,175,237,926,636,195,194,left,frame_6051.jpg,none
972,719,161,253,0,0,0,0,left,frame_8551.jpg,none
1036,884,176,155,0,0,0,0,left,frame_4154.jpg,none
925,875,172,155,0,0,0,0,left,frame_5893.jpg,none
761,848,181,197,0,0,0,0,left,frame_1042.jpg,none
915,79,183,292,1594,815,433,490,left,frame_8834.jpg,none
559,577,342,419,602,479,102,419,left,frame_11504.jpg,none
832,473,261,252,1623,949,258,258,left,frame_6852.jpg,none
348,308,374,308,750,482,132,407,left,frame_11541.jpg,none
562,721,313,359,733,596,356,473,left,frame_6076.jpg,none
805,391,178,267,1498,910,501,255,left,frame_1083.jpg,none
489,385,244,308,774,552,285,330,left,frame_8443.jpg,none
336,815,172,265,0,0,0,0,left,frame_3574.jpg,none
992,660,132,184,0,0,0,0,left,frame_5903.jpg,none
448,632,369,418,484,452,516,279,left,frame_10784.jpg,none
1170,406,216,211,1196,155,195,301,left,frame_4947.jpg,none
845,467,264,268,1635,957,258,242,left,frame_6853.jpg,none
830,569,146,153,0,0,0,0,left,frame_4208.jpg,none
785,659,185,220,882,694,134,168,left,frame_696.jpg,none
627,477,123,187,0,0,0,0,left,frame_6969.jpg,none
845,152,181,341,0,0,0,0,left,frame_8838.jpg,none
787,661,184,219,893,740,145,257,left,frame_697.jpg,none
545,696,323,366,720,595,391,471,left,frame_6074.jpg,none
528,279,262,321,834,489,252,365,left,frame_8452.jpg,none
382,598,368,454,494,471,527,232,left,frame_10785.jpg,none
665,581,314,408,673,443,85,309,left,frame_11127.jpg,none
977,854,152,204,702,602,61,156,left,frame_10512.jpg,none
771,321,185,379,0,0,0,0,left,frame_8843.jpg,none
233,369,344,404,562,435,470,352,left,frame_10793.jpg,none
846,751,123,191,0,0,0,0,left,frame_4623.jpg,none
932,668,279,361,604,398,96,225,left,frame_10775.jpg,none
810,595,163,148,654,219,244,429,left,frame_754.jpg,none
986,652,222,174,1057,568,248,215,left,frame_530.jpg,none
636,404,349,313,0,0,0,0,left,frame_1482.jpg,none
1083,361,357,246,0,0,0,0,left,frame_4957.jpg,none
1089,662,253,199,1080,594,157,284,left,frame_11292.jpg,none
834,577,136,147,0,0,0,0,left,frame_4201.jpg,none
748,366,174,383,0,0,0,0,left,frame_8844.jpg,none
631,699,173,181,0,0,0,0,left,frame_8381.jpg,none
375,367,405,387,370,367,133,139,left,frame_11512.jpg,none
538,278,262,300,834,482,275,368,left,frame_8454.jpg,none
958,731,172,253,0,0,0,0,left,frame_8550.jpg,none
615,551,134,184,0,0,0,0,left,frame_6962.jpg,none
916,514,310,329,0,0,0,0,left,frame_6858.jpg,none
966,857,154,206,697,601,61,156,left,frame_10515.jpg,none
592,467,424,371,0,0,0,0,left,frame_1479.jpg,none
422,361,325,280,626,230,109,244,left,frame_11549.jpg,none
754,367,188,302,1486,904,500,255,left,frame_1085.jpg,none
270,234,362,477,1364,856,455,254,left,frame_1098.jpg,none
1032,569,223,344,1223,600,47,232,left,frame_11286.jpg,none
723,677,210,242,0,0,0,0,left,frame_3665.jpg,none
998,894,165,186,936,429,147,180,left,frame_10529.jpg,none
548,685,322,358,686,506,333,292,left,frame_6073.jpg,none
234,660,171,397,0,0,0,0,left,frame_3570.jpg,none
993,652,130,182,0,0,0,0,left,frame_5904.jpg,none
455,439,238,288,752,598,256,288,left,frame_8436.jpg,none
563,560,319,327,0,0,0,0,left,frame_6066.jpg,none
340,621,186,224,1214,965,228,228,left,frame_9230.jpg,none
484,395,250,305,766,559,293,327,left,frame_8442.jpg,none
1008,673,179,224,0,0,0,0,left,frame_8565.jpg,none
1032,0,153,309,1778,719,190,270,left,frame_8779.jpg,none
1041,48,189,330,1664,786,458,470,left,frame_8774.jpg,none
1508,901,104,179,1014,493,187,208,left,frame_10572.jpg,none
927,757,182,255,0,0,0,0,left,frame_8548.jpg,none
407,362,331,287,624,230,111,245,left,frame_11548.jpg,none
915,525,166,189,416,66,210,132,left,frame_9920.jpg,none
1173,392,237,222,1229,154,193,299,left,frame_4949.jpg,none
1104,721,230,138,1093,580,191,308,left,frame_11293.jpg,none
651,478,290,270,0,0,0,0,left,frame_6061.jpg,none
980,698,239,324,1282,762,99,389,left,frame_11497.jpg,none
214,401,353,421,530,441,516,330,left,frame_10791.jpg,none
991,671,135,183,0,0,0,0,left,frame_5902.jpg,none
489,303,268,392,732,734,161,218,left,frame_1093.jpg,none
637,669,105,207,0,0,0,0,left,frame_3503.jpg,none
176,739,232,324,1148,949,219,255,left,frame_9240.jpg,none
1120,351,340,236,1385,143,231,275,left,frame_4956.jpg,none
1066,666,240,217,1086,598,155,280,left,frame_11290.jpg,none
420,478,220,266,698,626,251,271,left,frame_8423.jpg,none
809,547,175,132,635,202,258,403,left,frame_762.jpg,none
977,790,322,265,709,286,202,383,left,frame_744.jpg,none
763,861,178,196,0,0,0,0,left,frame_1041.jpg,none
730,637,134,156,642,730,169,221,left,frame_4181.jpg,none
897,526,156,187,1198,791,400,500,left,frame_9924.jpg,none
733,595,318,377,668,438,87,320,left,frame_11126.jpg,none
1018,668,178,220,0,0,0,0,left,frame_8564.jpg,none
1030,876,175,154,0,0,0,0,left,frame_4153.jpg,none
1024,673,153,210,0,0,0,0,left,frame_8558.jpg,none
713,667,143,158,629,725,165,217,left,frame_4179.jpg,none
702,112,374,379,1439,917,264,311,left,frame_6756.jpg,none
335,430,379,404,352,446,110,83,left,frame_11134.jpg,none
975,669,313,287,1158,571,187,249,left,frame_11281.jpg,none
904,558,339,343,0,0,0,0,left,frame_6859.jpg,none
980,636,259,215,1067,561,250,209,left,frame_531.jpg,none
739,627,136,152,0,0,0,0,left,frame_4182.jpg,none
518,886,172,178,0,0,0,0,left,frame_6942.jpg,none
839,559,140,135,0,0,0,0,left,frame_4215.jpg,none
448,442,232,296,745,608,251,282,left,frame_8434.jpg,none
810,630,180,153,665,228,231,411,left,frame_752.jpg,none
666,807,194,272,1306,1036,260,87,left,frame_5801.jpg,none
917,609,136,198,0,0,0,0,left,frame_1054.jpg,none
992,468,200,482,556,416,161,396,left,frame_8761.jpg,none
1007,330,197,434,1694,725,442,439,left,frame_8764.jpg,none
811,240,172,343,1635,757,204,266,left,frame_8841.jpg,none
739,765,209,291,0,0,0,0,left,frame_8575.jpg,none
504,344,251,318,814,547,237,310,left,frame_8446.jpg,none
826,580,138,141,0,0,0,0,left,frame_4195.jpg,none
838,760,135,209,0,0,0,0,left,frame_4621.jpg,none
1034,4,154,322,1655,809,457,487,left,frame_8777.jpg,none
832,574,138,150,0,0,0,0,left,frame_4202.jpg,none
817,542,154,134,0,0,0,0,left,frame_4219.jpg,none
695,739,168,213,619,467,161,275,left,frame_680.jpg,none
631,719,180,183,0,0,0,0,left,frame_8380.jpg,none
562,620,154,181,1444,694,174,157,left,frame_9209.jpg,none
523,293,254,314,822,501,257,361,left,frame_8450.jpg,none
543,637,327,373,0,0,0,0,left,frame_6071.jpg,none
823,208,186,345,1481,838,239,390,left,frame_8840.jpg,none
842,651,269,154,1057,723,185,470,left,frame_9931.jpg,none
234,354,352,398,648,398,135,521,left,frame_10794.jpg,none
128,605,389,453,564,535,320,619,left,frame_9698.jpg,none
552,572,326,345,0,0,0,0,left,frame_6067.jpg,none
1028,663,171,221,0,0,0,0,left,frame_8563.jpg,none
753,684,171,210,874,705,140,250,left,frame_688.jpg,none
501,534,355,432,467,484,133,293,left,frame_11505.jpg,none
374,354,397,448,460,235,124,255,left,frame_11511.jpg,none
1031,664,166,212,0,0,0,0,left,frame_8561.jpg,none
1029,0,158,315,1651,815,457,478,left,frame_8778.jpg,none
651,773,210,300,0,0,0,0,left,frame_8578.jpg,none
643,788,172,212,0,0,0,0,left,frame_5806.jpg,none
218,228,385,490,1356,850,452,253,left,frame_1099.jpg,none
792,739,139,138,0,0,0,0,left,frame_6288.jpg,none
646,791,167,229,0,0,0,0,left,frame_5804.jpg,none
733,761,149,173,578,727,164,227,left,frame_4174.jpg,none
350,311,350,316,1416,817,91,411,left,frame_11542.jpg,none
778,662,185,216,876,691,132,173,left,frame_694.jpg,none
599,524,149,194,0,0,0,0,left,frame_6963.jpg,none
963,678,208,179,1008,559,245,178,left,frame_525.jpg,none
773,669,185,213,880,728,147,255,left,frame_693.jpg,none
421,619,176,190,1254,980,225,197,left,frame_9223.jpg,none
809,538,177,139,635,204,257,405,left,frame_761.jpg,none
971,864,161,200,701,597,62,151,left,frame_10521.jpg,none
979,591,216,488,1699,782,436,576,left,frame_8759.jpg,none
911,522,148,187,415,67,209,134,left,frame_9921.jpg,none
785,595,158,141,0,0,0,0,left,frame_4188.jpg,none
1009,535,314,221,1173,514,226,121,left,frame_540.jpg,none
223,458,358,435,521,479,512,265,left,frame_10789.jpg,none
905,518,141,182,410,68,209,136,left,frame_9923.jpg,none
1168,367,284,184,0,0,0,0,left,frame_4953.jpg,none
965,857,156,200,696,562,61,228,left,frame_10517.jpg,none
891,672,302,241,0,0,0,0,left,frame_548.jpg,none
726,408,177,390,1625,777,137,239,left,frame_8845.jpg,none
980,663,221,174,1046,551,246,178,left,frame_529.jpg,none
1182,385,248,217,1243,152,194,295,left,frame_4950.jpg,none
971,859,153,201,699,601,60,160,left,frame_10514.jpg,none
1498,898,116,182,1014,494,188,210,left,frame_10573.jpg,none
1037,35,161,325,1661,791,455,476,left,frame_8775.jpg,none
629,478,119,171,0,0,0,0,left,frame_6972.jpg,none
97,621,389,459,558,535,325,626,left,frame_9696.jpg,none
1028,25,163,322,1780,707,178,261,left,frame_8776.jpg,none
865,466,284,302,1664,954,262,249,left,frame_6855.jpg,none
596,894,144,133,0,0,0,0,left,frame_3489.jpg,none
1107,569,241,318,1358,618,70,310,left,frame_11119.jpg,none
1019,914,175,166,657,637,390,258,left,frame_10537.jpg,none
276,338,355,341,603,387,434,435,left,frame_10799.jpg,none
971,743,150,182,0,0,0,0,left,frame_5898.jpg,none
1031,661,170,219,0,0,0,0,left,frame_8562.jpg,none
270,343,351,355,601,392,433,447,left,frame_10798.jpg,none
870,614,235,161,1065,742,174,480,left,frame_9929.jpg,none
591,532,315,297,0,0,0,0,left,frame_6064.jpg,none
729,52,388,348,1441,922,265,305,left,frame_6755.jpg,none
913,543,204,163,426,67,209,134,left,frame_9914.jpg,none
422,477,223,269,702,626,251,271,left,frame_8425.jpg,none
897,639,138,210,1234,1017,322,124,left,frame_1052.jpg,none
635,645,85,186,0,0,0,0,left,frame_3513.jpg,none
963,453,201,154,1264,722,164,365,left,frame_10701.jpg,none
362,369,413,480,331,428,148,149,left,frame_11509.jpg,none
424,478,209,258,690,631,245,263,left,frame_8416.jpg,none
896,91,184,304,1589,804,424,467,left,frame_8835.jpg,none
783,661,185,215,880,693,133,170,left,frame_695.jpg,none
890,794,193,267,0,0,0,0,left,frame_8546.jpg,none
380,408,403,449,338,437,172,166,left,frame_11508.jpg,none
1038,149,186,368,0,0,0,0,left,frame_8769.jpg,none
979,723,143,182,0,0,0,0,left,frame_5899.jpg,none
550,662,320,366,0,0,0,0,left,frame_6072.jpg,none
351,317,402,297,742,479,128,411,left,frame_11539.jpg,none
281,349,342,330,612,392,422,447,left,frame_10800.jpg,none
816,610,163,149,658,222,240,419,left,frame_753.jpg,none
921,530,159,180,418,66,211,132,left,frame_9919.jpg,none
805,607,310,370,641,384,128,429,left,frame_11125.jpg,none
576,249,263,296,874,476,243,376,left,frame_8460.jpg,none
1170,414,200,204,1166,158,185,302,left,frame_4945.jpg,none
576,469,433,437,0,0,0,0,left,frame_1478.jpg,none
595,556,328,408,678,460,85,250,left,frame_11128.jpg,none
831,580,137,144,0,0,0,0,left,frame_4198.jpg,none
535,323,248,371,740,736,159,217,left,frame_1092.jpg,none
578,786,297,294,732,598,369,479,left,frame_6080.jpg,none
1182,381,263,174,1286,150,205,284,left,frame_4952.jpg,none
514,305,259,318,822,524,248,322,left,frame_8449.jpg,none
1002,701,155,223,0,0,0,0,left,frame_8554.jpg,none
724,715,160,210,618,478,171,281,left,frame_683.jpg,none
573,755,306,325,737,597,361,480,left,frame_6078.jpg,none
993,712,154,231,0,0,0,0,left,frame_8553.jpg,none
706,458,169,380,0,0,0,0,left,frame_8846.jpg,none
632,480,120,173,0,0,0,0,left,frame_6971.jpg,none
967,854,153,203,696,600,61,155,left,frame_10516.jpg,none
529,827,169,177,0,0,0,0,left,frame_6944.jpg,none
813,553,164,154,641,206,257,410,left,frame_757.jpg,none
1077,675,250,192,1082,596,155,282,left,frame_11291.jpg,none
833,569,142,154,0,0,0,0,left,frame_4207.jpg,none
624,493,124,190,0,0,0,0,left,frame_6966.jpg,none
989,595,309,345,1237,590,51,203,left,frame_11283.jpg,none
916,540,180,165,418,67,214,133,left,frame_9917.jpg,none
813,472,257,254,1609,944,257,266,left,frame_6851.jpg,none
1035,890,176,168,0,0,0,0,left,frame_4157.jpg,none
974,614,293,358,764,279,192,329,left,frame_11122.jpg,none
707,860,196,220,0,0,0,0,left,frame_189.jpg,none
769,457,322,325,0,0,0,0,left,frame_1731.jpg,none
628,479,122,193,0,0,0,0,left,frame_6968.jpg,none
580,605,422,375,0,0,0,0,left,frame_1477.jpg,none
619,662,105,164,0,0,0,0,left,frame_3512.jpg,none
676,395,290,277,0,0,0,0,left,frame_1485.jpg,none
827,579,140,142,0,0,0,0,left,frame_4197.jpg,none
251,347,347,379,551,437,515,353,left,frame_10795.jpg,none
447,287,276,404,1407,879,480,259,left,frame_1094.jpg,none
659,779,177,220,415,518,210,268,left,frame_677.jpg,none
541,273,254,291,850,480,253,369,left,frame_8455.jpg,none
1024,675,224,312,516,99,209,197,left,frame_11496.jpg,none
409,457,393,442,651,473,86,400,left,frame_11507.jpg,none
353,623,189,219,1222,966,227,223,left,frame_9229.jpg,none
902,486,303,324,0,0,0,0,left,frame_6857.jpg,none
766,760,138,138,0,0,0,0,left,frame_6286.jpg,none
969,652,261,342,578,316,135,384,left,frame_10774.jpg,none
330,566,369,459,393,436,308,168,left,frame_10786.jpg,none
1055,622,236,272,1091,600,157,281,left,frame_11289.jpg,none
874,747,188,243,0,0,0,0,left,frame_8571.jpg,none
460,432,237,292,756,591,256,294,left,frame_8437.jpg,none
717,722,159,166,598,734,168,235,left,frame_4176.jpg,none
101,190,437,540,1327,839,433,251,left,frame_1101.jpg,none
1506,902,108,178,1012,496,188,212,left,frame_10571.jpg,none
972,661,219,181,1033,551,241,177,left,frame_528.jpg,none
418,477,216,261,691,628,249,268,left,frame_8420.jpg,none
539,791,171,160,0,0,0,0,left,frame_6946.jpg,none
1044,68,177,325,1669,779,456,470,left,frame_8773.jpg,none
848,720,144,206,1176,1030,253,98,left,frame_1048.jpg,none
594,811,162,204,455,772,218,221,left,frame_911.jpg,none
953,446,209,168,706,62,164,124,left,frame_10702.jpg,none
992,684,181,225,0,0,0,0,left,frame_8566.jpg,none
284,748,173,325,0,0,0,0,left,frame_3572.jpg,none
988,582,233,183,972,569,185,333,left,frame_10711.jpg,none
785,664,180,216,897,741,146,259,left,frame_699.jpg,none
918,58,201,296,1596,814,437,486,left,frame_8833.jpg,none
348,313,389,302,1409,809,86,418,left,frame_11540.jpg,none
259,364,349,351,582,433,464,349,left,frame_10797.jpg,none
958,565,255,181,976,566,185,321,left,frame_10710.jpg,none
774,887,160,178,0,0,0,0,left,frame_1040.jpg,none
812,563,158,155,646,211,251,418,left,frame_756.jpg,none
670,394,301,275,0,0,0,0,left,frame_1484.jpg,none
217,656,220,293,1177,956,221,243,left,frame_9236.jpg,none
832,573,137,151,0,0,0,0,left,frame_4203.jpg,none
801,738,139,131,0,0,0,0,left,frame_6289.jpg,none
631,656,93,177,0,0,0,0,left,frame_3514.jpg,none
960,473,225,199,1232,557,55,139,left,frame_10707.jpg,none
566,735,311,345,738,598,361,477,left,frame_6077.jpg,none
614,812,134,147,0,0,0,0,left,frame_3494.jpg,none
763,387,245,209,0,0,0,0,left,frame_6055.jpg,none
937,52,197,283,1648,820,536,499,left,frame_8832.jpg,none
720,696,174,235,0,0,0,0,left,frame_3664.jpg,none
606,858,139,140,0,0,0,0,left,frame_3491.jpg,none
684,771,200,295,0,0,0,0,left,frame_8577.jpg,none
634,502,89,194,0,0,0,0,left,frame_6964.jpg,none
428,476,221,265,706,624,250,272,left,frame_8426.jpg,none
901,679,288,365,611,397,96,220,left,frame_10776.jpg,none
885,106,180,317,1582,813,425,472,left,frame_8836.jpg,none
601,847,175,233,417,507,204,263,left,frame_673.jpg,none
650,397,326,290,0,0,0,0,left,frame_1483.jpg,none
518,659,361,391,470,475,529,245,left,frame_10783.jpg,none
817,583,140,132,0,0,0,0,left,frame_4193.jpg,none
980,789,140,233,0,0,0,0,left,frame_4086.jpg,none
356,322,336,315,1417,817,90,406,left,frame_11543.jpg,none
1186,395,218,222,1212,155,197,301,left,frame_4948.jpg,none
1028,667,163,210,0,0,0,0,left,frame_8560.jpg,none
558,265,255,291,863,488,249,353,left,frame_8458.jpg,none
626,680,101,150,0,0,0,0,left,frame_3509.jpg,none
953,790,158,170,0,0,0,0,left,frame_5896.jpg,none
775,771,203,268,0,0,0,0,left,frame_8574.jpg,none
187,684,239,309,1164,867,220,418,left,frame_9238.jpg,none
1039,886,174,168,0,0,0,0,left,frame_4156.jpg,none
1159,416,198,197,1152,157,185,300,left,frame_4944.jpg,none
854,462,273,290,0,0,0,0,left,frame_6854.jpg,none
1040,585,225,325,1106,596,171,289,left,frame_11287.jpg,none
584,727,180,162,0,0,0,0,left,frame_6950.jpg,none
834,564,145,148,0,0,0,0,left,frame_4211.jpg,none
827,665,213,166,354,308,376,398,left,frame_750.jpg,none
572,798,298,275,721,598,390,478,left,frame_6081.jpg,none
