col1,col2,col3,col4,col5,col6
478,381,143,124,power7072.png,power
822,698,206,212,power0950.png,power
846,385,179,167,power4986.png,power
1334,348,177,202,power08841.png,power
935,287,225,233,power4507.png,power
1225,578,185,167,power4363.png,power
871,854,230,118,power09699.png,power
1030,294,204,179,power4187.png,power
902,206,231,205,power4796.png,power
958,573,210,156,power6001.png,power
710,454,133,164,power7264.png,power
541,592,215,164,power5754.png,power
680,277,245,189,power7390.png,power
1521,247,145,177,power08416.png,power
713,713,160,155,power2239.png,power
187,316,391,381,power2557.png,power
1116,664,183,189,power1093.png,power
1195,345,161,168,power08309.png,power
1301,332,235,252,power4765.png,power
1168,582,132,176,power3684.png,power
886,395,170,148,power5279.png,power
927,277,184,166,power4966.png,power
638,486,121,96,power07610.png,power
762,387,157,141,power07451.png,power
737,459,135,161,power7256.png,power
607,378,260,271,power1645.png,power
839,591,112,160,power09848.png,power
555,307,206,160,power6139.png,power
375,235,407,359,power2617.png,power
1015,723,120,117,power09489.png,power
1099,848,130,143,power4831.png,power
835,534,169,135,power5327.png,power
659,791,220,150,power5259.png,power
1188,542,86,91,power09177.png,power
1122,713,174,109,power3598.png,power
434,279,401,343,power2747.png,power
561,691,154,159,power2332.png,power
941,215,194,190,power4961.png,power
863,550,209,185,power09207.png,power
727,400,156,118,power5582.png,power
1308,609,140,123,power3521.png,power
337,188,385,361,power2620.png,power
847,679,222,206,power0945.png,power
547,558,138,104,power6685.png,power
573,182,151,243,power07486.png,power
1278,242,149,166,power08350.png,power
913,538,197,160,power09223.png,power
595,317,222,160,power6133.png,power
888,618,128,142,power08192.png,power
811,443,140,234,power08111.png,power
642,583,186,203,power1534.png,power
401,60,327,316,power6109.png,power
604,621,128,92,power6656.png,power
741,591,193,130,power6744.png,power
762,319,232,241,power6297.png,power
622,307,173,158,power5507.png,power
600,308,156,145,power07913.png,power
1335,549,115,173,power3698.png,power
872,241,204,181,power4955.png,power
884,707,257,199,power2973.png,power
755,639,193,120,power09667.png,power
685,547,201,181,power0043.png,power
1218,800,146,106,power0278.png,power
711,553,288,249,power4207.png,power
862,406,212,178,power4891.png,power
1111,862,129,140,power4832.png,power
701,469,161,158,power07902.png,power
714,446,137,181,power7258.png,power
1211,376,221,203,power4541.png,power
744,523,239,140,power08070.png,power
1253,375,195,154,power08831.png,power
1190,476,202,205,power4452.png,power
719,339,104,187,power08001.png,power
878,436,179,157,power4910.png,power
374,396,218,207,power6491.png,power
1208,504,209,210,power4459.png,power
839,668,155,155,power09835.png,power
677,246,148,199,power07879.png,power
671,321,204,154,power6576.png,power
631,581,152,160,power2036.png,power
1305,618,194,211,power4076.png,power
744,633,143,136,power2018.png,power
801,420,193,145,power7021.png,power
504,352,343,297,power2752.png,power
794,389,193,180,power6386.png,power
1533,232,129,187,power08414.png,power
514,510,174,185,power6826.png,power
1208,797,146,107,power0280.png,power
1279,533,114,169,power3691.png,power
724,248,321,233,power6040.png,power
953,607,216,147,power09300.png,power
1104,646,187,124,power3588.png,power
911,413,230,218,power4179.png,power
773,647,140,141,power2008.png,power
648,387,275,268,power1641.png,power
536,275,214,166,power6157.png,power
1043,630,197,128,power3582.png,power
1044,514,139,98,power08897.png,power
1130,685,176,161,power0740.png,power
767,659,145,140,power2010.png,power
575,596,193,177,power6841.png,power
393,476,349,251,power2470.png,power
697,411,236,185,power7335.png,power
264,378,322,330,power2395.png,power
576,574,154,164,power6909.png,power
781,485,132,194,power7283.png,power
1213,500,209,212,power4458.png,power
1242,567,199,194,power4347.png,power
381,727,145,203,power2903.png,power
479,531,209,191,power6497.png,power
499,673,154,171,power2073.png,power
866,677,152,148,power09834.png,power
959,606,98,203,power08201.png,power
421,107,270,200,power6531.png,power
727,530,240,218,power4229.png,power
893,719,203,168,power2982.png,power
306,359,296,350,power2435.png,power
513,280,213,168,power6153.png,power
862,447,185,156,power4918.png,power
901,628,166,148,power0144.png,power
987,255,266,276,power4774.png,power
944,692,168,154,power4386.png,power
1179,543,196,182,power4371.png,power
477,632,177,185,power2069.png,power
1221,482,102,112,power09168.png,power
708,504,243,240,power4218.png,power
332,374,202,218,power6211.png,power
626,358,172,143,power08221.png,power
541,413,299,298,power1723.png,power
1189,549,197,171,power4131.png,power
592,381,319,301,power1631.png,power
162,311,337,386,power2421.png,power
1118,665,181,187,power1092.png,power
1443,655,136,132,power3514.png,power
798,456,118,156,power7238.png,power
640,305,191,141,power07762.png,power
677,330,174,134,power5365.png,power
248,297,253,240,power6235.png,power
861,461,183,150,power4922.png,power
976,838,228,132,power09820.png,power
592,175,143,241,power07484.png,power
711,538,227,221,power4817.png,power
803,213,295,260,power4789.png,power
1175,388,138,195,power08492.png,power
668,499,164,219,power1601.png,power
1223,553,130,184,power3732.png,power
711,353,112,197,power08004.png,power
503,151,184,173,power08090.png,power
1086,573,173,180,power4244.png,power
409,536,335,229,power2474.png,power
1090,494,166,168,power4476.png,power
1123,709,157,147,power0730.png,power
1218,568,185,171,power4365.png,power
398,443,277,310,power2383.png,power
882,548,207,209,power09517.png,power
1348,900,122,92,power4313.png,power
562,273,181,148,power08040.png,power
748,230,299,221,power6037.png,power
642,573,181,207,power1536.png,power
912,542,207,172,power09227.png,power
677,265,251,194,power7389.png,power
-78,156,318,486,power2520.png,power
1450,456,157,165,power4000.png,power
1201,296,237,251,power4768.png,power
1271,357,195,177,power08837.png,power
773,501,205,175,power6953.png,power
503,538,185,181,power6828.png,power
582,572,151,156,power6908.png,power
999,943,254,123,power09777.png,power
572,698,155,154,power2330.png,power
304,109,313,311,power2632.png,power
809,407,189,177,power4988.png,power
650,515,305,268,power1800.png,power
1341,557,121,180,power3701.png,power
980,683,174,152,power0924.png,power
539,234,171,140,power07766.png,power
674,644,184,125,power5714.png,power
1070,672,157,134,power3140.png,power
1048,255,201,174,power4189.png,power
730,501,235,188,power5296.png,power
381,350,168,132,power7133.png,power
1151,657,180,170,power0758.png,power
515,215,282,172,power07953.png,power
558,444,168,166,power6799.png,power
1489,791,133,113,power4278.png,power
976,584,91,137,power09417.png,power
644,706,152,161,power2273.png,power
1232,575,122,187,power3738.png,power
620,494,119,97,power07609.png,power
961,167,219,205,power4197.png,power
1149,659,183,169,power0754.png,power
973,868,240,121,power09817.png,power
635,264,174,138,power07741.png,power
317,413,197,171,power6458.png,power
907,564,198,157,power09350.png,power
495,605,204,171,power6504.png,power
1074,571,185,134,power3541.png,power
831,520,210,167,power5009.png,power
671,329,196,145,power6574.png,power
518,430,311,253,power1718.png,power
828,578,169,110,power5321.png,power
512,363,134,118,power7053.png,power
1233,326,207,181,power4162.png,power
1124,275,248,248,power4770.png,power
412,386,195,192,power6204.png,power
1080,612,164,126,power3577.png,power
432,613,162,197,power2058.png,power
680,670,136,108,power6623.png,power
231,282,243,243,power6238.png,power
247,298,244,235,power6236.png,power
820,612,167,135,power5268.png,power
240,344,323,343,power2404.png,power
711,535,138,117,power09645.png,power
176,323,450,367,power2570.png,power
589,500,318,267,power1812.png,power
1488,269,170,145,power09094.png,power
1358,621,133,123,power3519.png,power
682,392,198,146,power6567.png,power
771,546,213,174,power5002.png,power
735,307,171,153,power6578.png,power
1195,507,206,206,power4461.png,power
674,606,221,183,power6943.png,power
669,778,218,146,power5260.png,power
255,268,260,197,power6517.png,power
1013,448,147,199,power09007.png,power
638,277,177,162,power5504.png,power
1121,663,181,192,power1095.png,power
726,342,101,204,power08003.png,power
532,393,324,282,power2754.png,power
1534,678,135,146,power3509.png,power
926,622,219,161,power09608.png,power
653,511,203,210,power1573.png,power
1098,619,151,118,power3573.png,power
825,523,187,131,power08155.png,power
488,614,159,196,power2066.png,power
1108,556,99,137,power09185.png,power
1249,358,206,177,power08836.png,power
1118,748,164,106,power0307.png,power
690,151,150,212,power08099.png,power
685,741,137,140,power2315.png,power
679,607,156,200,power2203.png,power
944,734,251,144,power09543.png,power
631,526,255,218,power2761.png,power
611,296,200,249,power6330.png,power
857,451,169,148,power5339.png,power
952,484,186,151,power3177.png,power
742,176,139,223,power08101.png,power
519,193,171,146,power07773.png,power
266,301,249,244,power6229.png,power
811,758,159,93,power6612.png,power
838,606,194,152,power6392.png,power
531,620,134,168,power2051.png,power
896,494,150,165,power09012.png,power
983,664,167,131,power5247.png,power
903,678,205,194,power0941.png,power
950,719,205,110,power09448.png,power
747,631,188,189,power2210.png,power
479,283,153,125,power5966.png,power
822,507,280,215,power09523.png,power
577,704,157,153,power2329.png,power
513,177,170,179,power6347.png,power
1293,634,192,206,power4080.png,power
390,384,162,110,power7122.png,power
762,710,149,95,power6616.png,power
626,442,312,308,power1768.png,power
1049,540,204,204,power4429.png,power
109,234,256,200,power6485.png,power
1068,703,166,177,power0794.png,power
925,272,244,267,power4510.png,power
673,654,184,190,power1844.png,power
1036,698,173,121,power5239.png,power
1166,437,198,209,power4441.png,power
1290,689,119,107,power3416.png,power
1184,674,148,106,power0398.png,power
754,426,198,151,power6970.png,power
1006,510,188,204,power4408.png,power
787,432,186,145,power6969.png,power
1416,421,139,162,power08819.png,power
451,637,98,106,power2151.png,power
1300,486,105,133,power09143.png,power
259,164,277,399,power2455.png,power
516,404,142,118,power7060.png,power
500,74,241,282,power6082.png,power
560,558,135,99,power6682.png,power
593,438,263,252,power1615.png,power
878,607,243,119,power09283.png,power
523,669,148,158,power2174.png,power
507,371,170,112,power7103.png,power
353,221,408,356,power2618.png,power
752,592,180,132,power6746.png,power
863,536,197,197,power4233.png,power
533,246,157,120,power5959.png,power
1151,676,176,164,power0745.png,power
666,244,161,129,power5373.png,power
580,342,154,118,power5946.png,power
750,617,245,219,power2958.png,power
541,577,170,170,power6911.png,power
1085,930,170,93,power1410.png,power
1084,647,189,179,power3675.png,power
897,539,190,192,power4234.png,power
921,296,184,162,power4968.png,power
709,348,162,131,power7025.png,power
1114,655,183,191,power1085.png,power
646,212,195,155,power08056.png,power
1220,661,138,140,power3219.png,power
802,396,228,236,power4501.png,power
346,768,155,122,power2084.png,power
883,722,187,161,power2984.png,power
746,501,132,171,power7287.png,power
662,256,237,184,power07962.png,power
575,325,152,117,power5948.png,power
915,210,203,187,power4959.png,power
902,485,139,126,power07800.png,power
1296,424,200,172,power08969.png,power
1421,330,165,175,power08471.png,power
792,490,239,174,power07755.png,power
554,500,284,255,power1835.png,power
855,765,151,151,power4825.png,power
703,411,193,141,power5361.png,power
1099,640,182,121,power3615.png,power
1099,545,183,171,power08779.png,power
943,158,219,211,power4198.png,power
742,265,204,205,power6382.png,power
803,700,220,126,power09672.png,power
827,354,141,141,power07786.png,power
1180,542,89,115,power09178.png,power
743,177,250,218,power4861.png,power
607,517,321,260,power1807.png,power
637,710,155,159,power2274.png,power
1160,575,166,134,power3528.png,power
1040,582,141,100,power08557.png,power
546,547,226,248,power2355.png,power
714,380,143,136,power07445.png,power
408,464,226,275,power2375.png,power
721,462,231,194,power5290.png,power
715,486,235,196,power5292.png,power
-63,117,372,445,power2507.png,power
323,789,150,103,power2089.png,power
440,466,213,197,power6494.png,power
933,525,184,197,power4483.png,power
916,633,231,158,power09606.png,power
846,512,207,164,power5011.png,power
659,666,177,129,power5705.png,power
665,508,180,217,power1595.png,power
1176,516,202,195,power4126.png,power
868,432,185,164,power4908.png,power
503,223,191,205,power6339.png,power
302,93,307,314,power2631.png,power
316,466,367,255,power2479.png,power
490,182,174,192,power6344.png,power
787,367,146,148,power7398.png,power
431,298,397,307,power2749.png,power
485,503,219,211,power6873.png,power
1572,406,194,185,power4005.png,power
778,713,187,162,power4656.png,power
928,758,153,119,power07832.png,power
715,709,162,156,power2240.png,power
544,631,35,106,power2150.png,power
732,235,248,210,power4871.png,power
766,571,194,136,power08241.png,power
1123,570,132,135,power3159.png,power
152,327,446,378,power2564.png,power
556,502,331,270,power1816.png,power
775,619,170,119,power09664.png,power
1168,852,146,106,power0471.png,power
1117,525,166,158,power4470.png,power
691,310,262,195,power6543.png,power
670,428,210,151,power6565.png,power
822,612,175,82,power5317.png,power
579,527,240,225,power1563.png,power
865,330,234,245,power4504.png,power
587,519,147,205,power7311.png,power
524,750,262,231,power0971.png,power
793,572,135,138,power08115.png,power
534,417,138,121,power07592.png,power
1128,768,172,98,power0299.png,power
869,471,198,152,power4943.png,power
1440,572,180,208,power4069.png,power
623,299,205,251,power6329.png,power
871,433,184,164,power4907.png,power
788,330,111,186,power07851.png,power
932,608,163,170,power09514.png,power
774,668,209,119,power09670.png,power
782,576,154,111,power09656.png,power
483,789,293,234,power0966.png,power
833,586,129,174,power09851.png,power
1187,759,177,181,power1109.png,power
571,664,204,146,power5745.png,power
1227,605,179,157,power4352.png,power
498,467,146,108,power07597.png,power
905,734,157,151,power4719.png,power
717,737,127,127,power2312.png,power
643,282,226,174,power6172.png,power
630,176,296,238,power4868.png,power
742,255,193,185,power07963.png,power
952,602,218,136,power09297.png,power
925,338,174,150,power4978.png,power
1369,398,157,183,power08821.png,power
788,563,163,187,power09855.png,power
551,629,33,106,power2149.png,power
1116,664,182,187,power1091.png,power
566,595,179,172,power6833.png,power
387,731,121,202,power2883.png,power
681,599,146,159,power2027.png,power
1214,555,127,180,power3736.png,power
1116,484,179,176,power4397.png,power
757,423,157,128,power07893.png,power
1109,464,210,221,power4434.png,power
1159,424,200,136,power08958.png,power
1126,672,180,185,power1097.png,power
873,435,182,158,power4909.png,power
843,553,167,166,power09627.png,power
1309,535,111,165,power3694.png,power
1152,539,91,117,power09181.png,power
945,637,158,136,power08140.png,power
748,765,206,151,power5252.png,power
1014,313,207,183,power4186.png,power
818,466,120,162,power7247.png,power
664,431,196,143,power08079.png,power
1299,633,190,197,power4078.png,power
681,363,196,144,power6569.png,power
576,429,275,251,power1617.png,power
672,327,157,128,power7027.png,power
624,653,130,93,power6629.png,power
936,596,157,124,power09022.png,power
600,634,124,94,power6652.png,power
616,573,116,83,power07550.png,power
854,267,208,197,power4813.png,power
828,275,215,186,power4953.png,power
659,434,177,121,power07904.png,power
1105,479,198,214,power4047.png,power
806,474,222,176,power07747.png,power
561,577,160,166,power6910.png,power
372,161,294,309,power2635.png,power
605,631,125,91,power6653.png,power
716,540,105,106,power07539.png,power
862,481,191,144,power4931.png,power
905,702,157,140,power09832.png,power
595,555,168,176,power6845.png,power
804,589,183,133,power08246.png,power
905,452,145,128,power07798.png,power
445,633,97,104,power2148.png,power
524,396,161,106,power7090.png,power
616,526,224,160,power5763.png,power
1327,879,131,107,power4307.png,power
749,707,150,162,power2246.png,power
767,501,184,168,power0046.png,power
928,771,137,160,power4826.png,power
756,429,110,175,power08007.png,power
901,598,222,162,power09307.png,power
861,484,147,164,power0048.png,power
812,548,163,151,power09630.png,power
759,557,179,198,power09856.png,power
1195,669,140,106,power0405.png,power
686,154,210,190,power6016.png,power
836,529,159,116,power5330.png,power
486,640,112,116,power2109.png,power
691,311,154,146,power07781.png,power
786,487,110,122,power07533.png,power
402,187,176,155,power07731.png,power
720,450,132,189,power7269.png,power
698,450,138,176,power7263.png,power
512,453,138,114,power07596.png,power
970,560,146,129,power09191.png,power
632,822,232,154,power5257.png,power
1488,606,166,148,power4327.png,power
688,595,231,184,power6946.png,power
342,761,172,127,power2082.png,power
1365,302,187,166,power08474.png,power
603,450,201,97,power07617.png,power
974,679,159,125,power5216.png,power
355,215,164,140,power5606.png,power
1399,351,178,144,power4151.png,power
1510,434,166,175,power4002.png,power
887,755,232,132,power09680.png,power
643,104,305,257,power6053.png,power
887,599,219,160,power09309.png,power
817,378,193,164,power07974.png,power
1333,393,69,126,power08913.png,power
550,460,140,112,power5677.png,power
593,147,184,189,power08097.png,power
1030,797,130,141,power4828.png,power
716,534,140,117,power09646.png,power
798,367,104,209,power07856.png,power
932,609,222,150,power09302.png,power
763,461,163,228,power08112.png,power
719,460,188,148,power07459.png,power
539,172,153,133,power5427.png,power
1292,440,139,189,power08773.png,power
1034,612,142,96,power08449.png,power
627,582,228,226,power1841.png,power
1235,590,149,130,power3524.png,power
815,613,115,155,power09841.png,power
960,590,183,140,power08395.png,power
1113,665,183,185,power1088.png,power
933,647,133,142,power09511.png,power
880,563,207,183,power09199.png,power
937,604,222,153,power09301.png,power
481,630,103,122,power2155.png,power
603,407,144,115,power5938.png,power
841,453,174,148,power5338.png,power
1125,571,161,124,power3546.png,power
1354,575,132,184,power3708.png,power
1073,635,186,127,power3584.png,power
921,542,184,185,power4235.png,power
1134,783,174,110,power0289.png,power
577,583,196,164,power6851.png,power
762,229,202,161,power6012.png,power
1089,832,128,142,power4830.png,power
308,288,265,333,power2443.png,power
250,333,299,335,power2431.png,power
626,262,206,165,power6118.png,power
657,702,179,183,power1846.png,power
1130,572,160,123,power3547.png,power
938,551,218,148,power6002.png,power
1119,709,159,147,power0729.png,power
685,370,139,137,power07442.png,power
700,587,225,188,power6947.png,power
795,758,162,165,power4824.png,power
440,308,389,308,power2750.png,power
617,293,230,178,power6175.png,power
1244,700,142,103,power4731.png,power
990,684,167,112,power09454.png,power
-60,123,357,441,power2509.png,power
639,498,314,268,power1789.png,power
1153,517,141,176,power08381.png,power
839,351,238,242,power4503.png,power
477,659,114,121,power2107.png,power
644,509,309,268,power1793.png,power
415,372,196,187,power6202.png,power
1150,433,198,133,power08957.png,power
492,241,258,200,power2601.png,power
719,453,166,192,power7318.png,power
473,376,149,124,power7073.png,power
301,355,296,300,power2434.png,power
489,550,208,188,power6498.png,power
796,436,162,152,power07509.png,power
788,491,209,155,power5355.png,power
799,538,217,169,power5006.png,power
528,67,145,264,power5447.png,power
518,377,321,293,power1625.png,power
271,381,199,168,power6460.png,power
551,620,127,161,power2049.png,power
536,214,183,182,power08086.png,power
598,587,134,100,power6664.png,power
774,644,188,168,power0147.png,power
919,828,209,154,power09687.png,power
760,237,318,290,power4781.png,power
691,361,128,155,power07440.png,power
1037,680,172,127,power5243.png,power
722,405,110,106,power07426.png,power
1005,758,153,142,power09792.png,power
915,721,202,98,power09435.png,power
608,267,211,172,power6164.png,power
685,188,210,222,power6372.png,power
782,559,225,179,power5305.png,power
495,192,164,144,power07769.png,power
316,368,250,194,power6513.png,power
566,391,228,242,power1651.png,power
955,670,168,135,power5248.png,power
906,445,149,129,power07797.png,power
574,454,167,164,power6796.png,power
865,749,187,168,power4420.png,power
1222,387,143,144,power3943.png,power
1489,554,176,202,power4066.png,power
421,469,253,262,power2368.png,power
868,474,169,142,power5276.png,power
626,751,177,170,power1848.png,power
494,772,282,247,power0969.png,power
776,636,175,119,power09666.png,power
1217,498,206,211,power4457.png,power
1498,774,127,132,power4293.png,power
755,316,243,242,power6299.png,power
613,544,245,234,power1839.png,power
673,600,217,186,power6942.png,power
498,441,172,204,power6819.png,power
711,443,226,184,power7342.png,power
808,499,209,157,power5354.png,power
255,253,255,194,power6518.png,power
468,524,240,182,power6867.png,power
543,465,174,155,power6808.png,power
141,324,459,378,power2565.png,power
752,320,226,247,power6295.png,power
1487,609,182,196,power4098.png,power
1219,611,161,65,power1294.png,power
665,478,118,92,power07611.png,power
752,459,127,169,power7273.png,power
1114,874,127,136,power4837.png,power
634,265,184,163,power5503.png,power
1186,542,95,107,power09175.png,power
573,442,208,214,power1657.png,power
716,687,147,105,power6619.png,power
859,702,181,129,power6411.png,power
634,531,196,159,power6768.png,power
945,722,209,116,power09447.png,power
572,528,242,228,power1564.png,power
921,533,143,151,power09346.png,power
522,610,225,161,power5749.png,power
728,368,110,202,power08005.png,power
853,396,230,160,power6006.png,power
1293,330,183,165,power4161.png,power
1265,482,175,194,power4052.png,power
564,558,136,99,power6680.png,power
931,417,176,145,power5023.png,power
536,400,138,137,power07590.png,power
1272,425,198,131,power08968.png,power
537,415,293,273,power1619.png,power
773,319,196,214,power6289.png,power
1144,715,178,178,power1102.png,power
1041,694,172,124,power5240.png,power
1005,330,207,190,power4185.png,power
745,691,181,175,power2222.png,power
1428,688,110,123,power4266.png,power
341,268,454,357,power2614.png,power
1210,494,209,213,power4456.png,power
512,173,150,151,power5429.png,power
1148,657,179,166,power0765.png,power
1114,313,143,144,power3925.png,power
338,-18,362,343,power6091.png,power
586,500,127,99,power07608.png,power
1216,456,131,146,power08459.png,power
653,637,159,125,power5700.png,power
711,550,228,161,power6557.png,power
1007,251,173,168,power4857.png,power
910,543,128,141,power09258.png,power
729,370,112,180,power07863.png,power
1152,733,181,174,power1104.png,power
810,585,178,135,power08245.png,power
606,458,148,170,power6780.png,power
582,446,170,172,power6788.png,power
518,390,167,112,power7094.png,power
684,608,149,151,power2025.png,power
527,433,308,254,power1721.png,power
653,402,142,118,power5512.png,power
1289,390,117,121,power08914.png,power
514,380,169,113,power7097.png,power
1125,391,167,111,power08289.png,power
1162,538,91,129,power09180.png,power
837,359,227,184,power4884.png,power
574,442,173,182,power6789.png,power
1372,307,189,169,power08473.png,power
1131,544,191,183,power4376.png,power
865,535,226,214,power09518.png,power
491,788,290,226,power0965.png,power
1141,297,140,145,power3929.png,power
330,406,254,197,power6512.png,power
829,574,231,176,power09620.png,power
1181,691,143,106,power0389.png,power
735,509,240,188,power5299.png,power
759,649,145,152,power2014.png,power
742,273,174,185,power07883.png,power
832,450,173,147,power5337.png,power
820,580,139,181,power09852.png,power
967,598,176,166,power08394.png,power
852,782,238,108,power09704.png,power
410,150,155,169,power07734.png,power
512,498,137,83,power07604.png,power
538,308,232,182,power6180.png,power
531,424,138,117,power07593.png,power
724,521,192,208,power09860.png,power
1207,550,131,182,power3735.png,power
555,544,212,160,power6859.png,power
985,630,213,131,power09355.png,power
590,500,316,270,power1813.png,power
695,597,116,204,power2201.png,power
872,422,187,158,power4901.png,power
1233,401,139,170,power08947.png,power
999,551,153,103,power08893.png,power
919,287,186,164,power4967.png,power
780,508,107,127,power08008.png,power
645,511,198,195,power08117.png,power
597,75,277,275,power6060.png,power
919,488,145,166,power09011.png,power
780,680,176,113,power09381.png,power
607,509,314,257,power1809.png,power
908,417,131,169,power07841.png,power
676,594,233,186,power4995.png,power
970,768,272,148,power09556.png,power
1424,335,162,177,power08470.png,power
1084,692,171,102,power3608.png,power
690,251,193,190,power7366.png,power
268,175,280,385,power2457.png,power
806,381,214,156,power5986.png,power
1215,562,128,184,power3737.png,power
705,483,172,121,power07898.png,power
1424,575,180,209,power4070.png,power
569,-12,257,272,power6029.png,power
521,438,156,198,power6820.png,power
659,240,276,200,power7386.png,power
486,222,264,150,power07951.png,power
858,574,299,162,power09531.png,power
791,446,157,139,power07527.png,power
774,647,179,182,power2213.png,power
565,282,157,121,power5951.png,power
549,469,173,150,power6805.png,power
823,395,165,118,power7004.png,power
691,599,194,132,power6756.png,power
768,593,192,132,power6729.png,power
818,742,183,178,power4716.png,power
1095,700,163,157,power09471.png,power
419,289,408,318,power2748.png,power
873,742,236,131,power09679.png,power
610,301,145,143,power07914.png,power
1215,605,186,158,power4357.png,power
314,278,206,253,power6246.png,power
676,678,207,160,power4662.png,power
301,82,303,314,power2630.png,power
612,376,250,271,power1646.png,power
513,369,153,116,power7079.png,power
1204,545,194,170,power4132.png,power
705,351,197,151,power07760.png,power
541,401,138,132,power07589.png,power
291,783,166,105,power2087.png,power
908,404,139,139,power07790.png,power
736,336,199,151,power7362.png,power
1140,386,133,185,power08286.png,power
952,747,244,141,power09546.png,power
724,498,154,135,power08281.png,power
1184,661,163,155,power4251.png,power
580,417,250,294,power1612.png,power
607,801,160,157,power1850.png,power
749,712,138,153,power2264.png,power
400,455,270,302,power2381.png,power
187,336,358,355,power2407.png,power
544,251,338,188,power07961.png,power
787,580,132,158,power1971.png,power
672,603,232,185,power6944.png,power
500,249,157,124,power5962.png,power
868,538,214,189,power09215.png,power
797,291,222,156,power6009.png,power
1195,516,193,188,power4462.png,power
1039,274,204,180,power4188.png,power
675,208,200,212,power6368.png,power
683,278,258,194,power6542.png,power
635,503,187,228,power1598.png,power
467,489,244,254,power2364.png,power
1127,678,181,186,power1098.png,power
732,510,185,209,power09861.png,power
1054,198,194,179,power4193.png,power
770,567,178,139,power08268.png,power
751,587,172,125,power6749.png,power
741,517,237,180,power5300.png,power
609,377,239,264,power1647.png,power
851,855,240,102,power09700.png,power
798,660,171,116,power09390.png,power
990,121,188,167,power4802.png,power
583,553,215,161,power5757.png,power
506,708,140,159,power2076.png,power
423,609,128,104,power2114.png,power
1480,222,148,187,power08412.png,power
605,79,274,274,power6059.png,power
1153,595,148,128,power3554.png,power
718,357,175,156,power07448.png,power
728,240,319,229,power6041.png,power
962,117,196,183,power4809.png,power
501,143,266,180,power6535.png,power
601,398,148,117,power5940.png,power
803,342,232,191,power4880.png,power
487,306,324,397,power2643.png,power
1321,442,172,154,power4141.png,power
713,496,165,120,power07899.png,power
650,498,311,261,power1786.png,power
642,586,206,177,power0041.png,power
493,580,209,185,power6499.png,power
1382,632,67,169,power1074.png,power
507,696,144,164,power2075.png,power
510,372,338,291,power2753.png,power
1171,659,194,150,power3664.png,power
577,177,260,187,power6538.png,power
1240,480,175,194,power4051.png,power
722,494,234,196,power5294.png,power
810,582,176,134,power08244.png,power
423,369,189,185,power6201.png,power
974,851,211,96,power09809.png,power
1492,748,114,124,power4273.png,power
1156,590,148,128,power3553.png,power
650,725,217,185,power4821.png,power
219,343,332,353,power2406.png,power
490,374,172,108,power7107.png,power
908,476,224,158,power6004.png,power
591,370,160,142,power08037.png,power
1214,780,172,175,power1112.png,power
679,331,151,115,power5587.png,power
1133,764,164,96,power0301.png,power
976,577,180,136,power08396.png,power
990,685,170,118,power09453.png,power
885,676,206,199,power0943.png,power
854,536,164,139,power5273.png,power
1291,533,112,168,power3692.png,power
1133,425,142,164,power08401.png,power
450,330,171,136,power7136.png,power
541,5,238,270,power6024.png,power
756,712,204,222,power0955.png,power
819,469,170,157,power5333.png,power
880,592,234,173,power09613.png,power
989,594,152,98,power08889.png,power
487,296,159,126,power5968.png,power
1399,345,162,190,power08843.png,power
962,611,208,118,power09296.png,power
1235,377,133,149,power08321.png,power
783,397,176,137,power07503.png,power
717,725,128,132,power2308.png,power
1273,439,129,149,power08572.png,power
1129,519,132,153,power4848.png,power
586,602,136,174,power2044.png,power
1091,565,190,183,power4378.png,power
455,618,152,184,power2057.png,power
1102,618,149,132,power3570.png,power
720,534,131,112,power09644.png,power
696,436,193,209,power7320.png,power
1052,929,224,117,power09771.png,power
1052,647,141,146,power0140.png,power
895,755,211,130,power09828.png,power
707,423,227,185,power7337.png,power
641,514,310,268,power1801.png,power
578,433,258,270,power1613.png,power
1449,582,177,152,power4329.png,power
1434,799,146,95,power4300.png,power
329,761,162,104,power2095.png,power
592,355,284,277,power4222.png,power
507,653,152,178,power2071.png,power
542,499,308,265,power1825.png,power
1237,596,183,162,power4350.png,power
1194,670,141,107,power0403.png,power
828,460,115,170,power7248.png,power
1484,601,193,188,power4108.png,power
1142,704,177,182,power1101.png,power
979,852,166,150,power09693.png,power
1454,450,146,124,power08817.png,power
497,376,167,106,power7108.png,power
640,515,99,108,power07569.png,power
1385,251,136,175,power08408.png,power
1203,607,189,160,power4355.png,power
718,693,152,111,power07819.png,power
612,527,228,160,power5764.png,power
187,312,336,360,power2416.png,power
1249,374,203,161,power08833.png,power
159,324,408,367,power2552.png,power
756,258,190,190,power07964.png,power
159,326,456,377,power2568.png,power
818,268,265,253,power4203.png,power
773,319,194,203,power6287.png,power
482,191,183,202,power6342.png,power
1020,718,142,178,power09710.png,power
933,214,196,185,power4960.png,power
1166,521,204,181,power4463.png,power
799,394,207,224,power4815.png,power
580,157,321,267,power4863.png,power
296,65,300,335,power2627.png,power
660,206,248,215,power7380.png,power
891,602,291,135,power09532.png,power
808,607,183,134,power08254.png,power
537,407,137,128,power07591.png,power
1163,942,136,142,power3750.png,power
883,466,210,158,power5348.png,power
774,400,110,167,power07859.png,power
1247,667,131,112,power0075.png,power
913,581,207,149,power09351.png,power
898,218,201,179,power4957.png,power
1116,719,177,104,power3600.png,power
