l_hand_min_x,l_hand_min_y,l_hand_width,l_hand_height,r_hand_min_x,r_hand_min_y,r_hand_width,r_hand_height,object_min_x,object_min_y,object_width,object_height,picture_name,grasp
962,520,163,97,1494,656,153,139,1372,660,307,247,salad25521.png,none
1920,1080,0,0,1219,811,163,113,0,0,0,0,salad08594.png,none
1920,1080,0,0,1204,809,165,104,0,0,0,0,salad08596.png,none
1920,0,0,0,1440,696,108,165,343,517,562,333,salad16044.png,none
1920,1080,0,0,1135,852,177,77,0,0,0,0,salad08618.png,none
1019,654,163,102,1306,578,139,79,1345,671,377,272,salad25539.png,none
1214,309,64,68,0,1080,0,0,1176,279,156,261,salad04005.png,none
1920,1080,0,0,405,503,89,52,639,394,56,150,salad11760.png,none
1200,689,203,134,1920,1080,0,0,256,289,77,173,salad11637.png,none
0,0,0,0,1193,478,132,142,998,487,349,193,salad25459.png,none
1140,522,98,68,1920,1080,0,0,789,311,105,286,salad03802.png,none
1214,678,202,131,1920,1080,0,0,39,303,79,180,salad11616.png,none
1123,222,210,242,1920,0,0,0,0,1080,0,0,salad08309.png,none
1184,593,123,167,471,414,108,45,726,328,70,139,salad11697.png,none
891,614,130,61,0,1080,0,0,1920,0,0,0,salad08570.png,none
888,590,106,109,1920,1080,0,0,105,305,104,163,salad00085.png,none
0,0,0,0,827,187,97,82,1920,1080,0,0,salad08179.png,none
1276,794,116,81,1920,1080,0,0,0,0,0,0,salad09798.png,none
0,0,0,0,796,246,124,128,1920,1080,0,0,salad08581.png,none
1203,713,185,129,1920,1080,0,0,389,290,66,168,salad11652.png,none
1920,1080,0,0,402,503,91,54,637,394,55,149,salad11763.png,none
1316,579,327,154,0,0,0,0,1184,782,189,215,salad11595.png,none
709,332,130,83,1132,552,139,92,761,312,111,298,salad03813.png,none
889,582,172,108,1342,634,132,149,1191,649,248,229,salad07870.png,none
0,1080,0,0,1423,487,116,100,917,244,125,273,salad15672.png,none
986,319,146,177,1232,477,150,230,847,491,291,262,salad16029.png,none
1265,698,97,62,0,0,0,0,1184,573,108,145,salad16063.png,none
983,0,151,137,1920,0,0,0,0,1080,0,0,salad08668.png,none
1193,627,223,108,1920,1080,0,0,0,0,0,0,salad08369.png,none
1219,625,235,105,1920,1080,0,0,0,0,0,0,salad08408.png,none
1087,312,171,206,1333,595,106,216,680,476,440,292,salad16036.png,none
1920,1080,0,0,1460,828,95,61,0,0,0,0,salad16406.png,none
1920,1080,0,0,1362,791,90,95,0,0,0,0,salad08176.png,none
991,0,165,146,1920,0,0,0,0,1080,0,0,salad08662.png,none
1113,96,244,287,0,0,0,0,1828,584,183,840,salad08306.png,none
1920,1080,0,0,1130,857,175,74,0,0,0,0,salad08626.png,none
1202,541,191,124,1920,1080,0,0,0,0,0,0,salad08455.png,none
1116,359,157,72,0,0,0,0,1041,482,321,257,salad14048.png,none
1169,588,121,166,455,441,103,40,710,353,67,141,salad11707.png,none
1158,588,125,176,455,449,96,44,702,359,65,141,salad11710.png,none
0,0,0,0,1203,444,129,134,1077,490,237,188,salad25456.png,none
1920,1080,0,0,428,477,93,56,661,383,59,147,salad11735.png,none
1920,1080,0,0,1062,353,141,126,192,292,87,161,salad00097.png,none
754,170,158,189,1278,776,162,129,0,1080,0,0,salad08583.png,none
0,0,0,0,1322,431,150,120,1219,534,184,236,salad15661.png,none
710,86,191,235,1276,790,163,114,0,1080,0,0,salad08585.png,none
0,0,0,0,1353,711,144,179,1386,646,294,237,salad25506.png,none
995,0,160,146,1920,0,0,0,0,1080,0,0,salad08664.png,none
0,0,0,0,1247,719,152,169,907,486,258,179,salad25486.png,none
1280,705,99,61,0,0,0,0,1197,575,112,140,salad16062.png,none
1095,869,212,83,1920,1080,0,0,0,0,0,0,salad08650.png,none
0,0,0,0,837,376,120,110,1920,1080,0,0,salad08578.png,none
945,567,163,115,1339,651,132,133,1192,659,230,231,salad07867.png,none
670,0,200,256,1262,799,163,109,0,1080,0,0,salad08588.png,none
1191,625,228,115,1920,1080,0,0,0,0,0,0,salad08370.png,none
1920,1080,0,0,1148,518,87,56,795,311,103,283,salad03798.png,none
836,0,138,131,0,0,0,0,1920,1080,0,0,salad08682.png,none
1920,1080,0,0,396,496,102,51,644,390,55,147,salad11755.png,none
1079,622,106,68,1920,1080,0,0,20,109,39,132,salad04326.png,none
1920,1080,0,0,1095,557,64,90,679,348,118,294,salad04316.png,none
959,0,182,156,1920,0,0,0,0,1080,0,0,salad08656.png,none
1204,683,194,141,1920,1080,0,0,245,289,77,173,salad11636.png,none
917,0,138,137,1920,0,0,0,0,1080,0,0,salad08675.png,none
1215,629,230,104,1920,1080,0,0,0,0,0,0,salad08431.png,none
0,1080,0,0,1316,430,160,125,915,251,126,272,salad15660.png,none
1170,573,180,125,1920,1080,0,0,198,325,74,159,salad10127.png,none
1182,591,129,169,1920,1080,0,0,725,325,70,140,salad11696.png,none
1029,595,132,102,1359,690,168,79,1182,699,246,230,salad07846.png,none
1920,1080,0,0,407,503,90,50,640,392,56,148,salad11759.png,none
1920,1080,0,0,1150,826,173,97,0,0,0,0,salad08607.png,none
1164,396,187,211,1422,687,112,174,488,428,414,143,salad16043.png,none
1204,623,230,113,1920,1080,0,0,0,0,0,0,salad08378.png,none
0,0,0,0,1304,424,165,133,1216,542,182,226,salad15657.png,none
1176,550,197,138,1920,1080,0,0,193,324,75,157,salad10128.png,none
746,0,129,115,0,0,0,0,1920,1080,0,0,salad08694.png,none
1221,620,228,105,1920,1080,0,0,0,0,0,0,salad08384.png,none
1920,1080,0,0,1223,395,100,167,768,330,108,277,salad03715.png,none
1170,609,230,117,1920,1080,0,0,0,0,0,0,salad08355.png,none
1176,592,123,163,1920,1080,0,0,724,342,71,145,salad11701.png,none
839,624,151,76,0,1080,0,0,1166,295,132,218,salad07873.png,none
1142,669,94,58,0,1080,0,0,1150,97,106,170,salad16071.png,none
1920,1080,0,0,1572,667,148,99,0,0,0,0,salad09821.png,none
1170,604,223,109,1920,1080,0,0,0,0,0,0,salad08349.png,none
1206,717,185,123,1920,1080,0,0,420,291,60,165,salad11655.png,none
1149,633,192,125,0,0,0,0,1476,599,408,256,salad10583.png,power
970,519,132,141,0,0,0,0,1187,551,290,152,salad03878.png,power
0,0,0,0,1002,675,191,130,1215,707,227,208,salad00463.png,power
893,647,186,121,0,0,0,0,1286,632,219,201,salad10389.png,power
1173,532,141,104,0,1080,0,0,922,192,104,207,salad15214.png,power
1101,535,117,135,1920,1080,0,0,0,0,0,0,salad03910.png,power
1071,596,151,91,1321,558,139,182,1393,435,315,429,salad15862.png,power
0,0,0,0,558,295,129,90,1920,1080,0,0,salad00944.png,power
1920,1080,0,0,1522,325,183,152,720,238,48,127,salad10237.png,power
0,0,0,0,520,288,129,89,1920,1080,0,0,salad01144.png,power
1920,1080,0,0,1269,497,124,81,846,274,120,228,salad14139.png,power
0,0,0,0,960,464,100,166,1160,558,300,363,salad03870.png,power
1267,635,154,95,0,0,0,0,1239,511,258,213,salad15085.png,power
1920,1080,0,0,1089,564,194,93,837,259,156,364,salad03846.png,power
1178,488,123,102,1369,468,124,152,1366,444,104,341,salad15978.png,power
1084,703,195,121,515,284,136,104,1920,0,0,0,salad01313.png,power
0,1080,0,0,1782,539,112,169,1675,146,274,292,salad00497.png,power
1099,534,129,131,0,0,0,0,1438,529,526,207,salad03922.png,power
0,0,0,0,1305,601,133,152,1272,535,145,208,salad15766.png,power
0,0,0,0,1669,446,180,255,1850,781,139,130,salad00508.png,power
1017,713,151,109,1518,288,185,150,760,226,50,125,salad10246.png,power
0,1080,0,0,1295,566,142,85,977,266,122,255,salad15706.png,power
984,679,182,133,0,1080,0,0,1683,175,309,317,salad00472.png,power
1176,628,114,89,0,1080,0,0,1245,282,178,267,salad03985.png,power
1020,779,259,116,1920,1080,0,0,0,0,0,0,salad00621.png,power
1139,618,157,112,1341,559,128,207,985,296,232,140,salad15961.png,power
1094,327,221,240,1247,526,170,191,1245,456,184,283,salad14096.png,power
1281,650,172,109,0,1080,0,0,1088,396,230,165,salad15068.png,power
1112,741,202,113,1920,1080,0,0,0,0,0,0,salad01289.png,power
1113,748,197,110,547,333,111,90,1920,0,0,0,salad01276.png,power
0,0,0,0,1449,688,182,219,1197,707,340,293,salad09088.png,power
1030,594,116,99,0,1080,0,0,983,338,109,241,salad15805.png,power
0,0,0,0,1315,747,100,159,1239,661,253,294,salad10362.png,power
1345,494,167,202,1920,1080,0,0,0,0,0,0,salad01348.png,power
0,1080,0,0,1087,604,71,91,1200,298,216,298,salad03972.png,power
1100,535,122,139,0,0,0,0,1420,538,517,188,salad03907.png,power
0,0,0,0,1185,499,189,130,1202,569,351,330,salad03873.png,power
1181,504,147,111,1375,522,104,194,966,176,100,192,salad15207.png,power
1112,728,199,125,0,0,0,0,1310,753,220,190,salad01295.png,power
1161,693,208,122,0,0,0,0,1530,680,470,238,salad10621.png,power
1044,718,161,111,1536,225,165,140,1132,666,249,423,salad10266.png,power
1195,643,208,152,0,0,0,0,1375,692,187,342,salad11558.png,power
1246,649,154,91,0,0,0,0,1252,549,281,240,salad15099.png,power
1143,644,173,92,1519,627,133,201,1478,600,454,630,salad15920.png,power
1150,660,90,74,0,0,0,0,1115,527,187,346,salad10419.png,power
1059,676,154,101,1291,400,177,129,1189,627,115,460,salad10300.png,power
1061,499,79,150,0,0,0,0,1246,434,211,381,salad03963.png,power
1130,665,176,97,1395,591,115,226,689,239,211,109,salad15937.png,power
1920,1080,0,0,1135,573,146,96,714,236,122,170,salad03828.png,power
1159,635,208,127,0,0,0,0,1551,578,517,315,salad10591.png,power
1202,509,122,144,0,1080,0,0,1070,235,99,177,salad14109.png,power
1794,533,108,175,1920,1080,0,0,97,356,116,176,salad00491.png,power
1144,625,190,124,0,0,0,0,1507,567,488,306,salad10572.png,power
1920,1080,0,0,1517,312,181,150,741,234,49,126,salad10241.png,power
1142,607,85,94,0,0,0,0,1226,604,131,297,salad15408.png,power
1149,607,189,123,0,0,0,0,1485,555,438,292,salad10560.png,power
1269,507,171,99,0,1080,0,0,975,346,114,244,salad14859.png,power
967,696,102,110,1422,676,173,219,1194,706,342,296,salad09090.png,power
0,1080,0,0,1511,379,165,227,1529,172,214,235,salad00522.png,power
1003,722,165,112,1920,1080,0,0,0,0,0,0,salad11384.png,power
1247,662,147,79,0,0,0,0,1249,550,285,243,salad15100.png,power
0,0,0,0,573,236,126,84,1312,752,227,189,salad00909.png,power
957,707,171,115,1422,682,145,126,1102,746,70,282,salad11399.png,power
1101,710,190,125,530,292,122,97,1292,734,214,191,salad01306.png,power
1060,561,154,87,1294,517,151,189,1298,403,183,425,salad15839.png,power
1092,626,191,124,0,0,0,0,1260,666,89,332,salad11534.png,power
0,0,0,0,582,280,128,88,1920,1080,0,0,salad00932.png,power
1169,531,227,170,1920,1080,0,0,188,325,76,159,salad10129.png,power
981,527,133,133,1920,1080,0,0,0,0,0,0,salad03879.png,power
1125,645,178,121,1338,567,129,233,841,243,215,118,salad15948.png,power
1213,656,109,117,1920,0,0,0,346,475,580,317,salad15166.png,power
1200,560,121,109,0,0,0,0,1377,584,99,318,salad15023.png,power
0,1080,0,0,1092,619,110,100,939,291,136,257,salad15256.png,power
1521,174,163,119,1920,1080,0,0,725,153,49,131,salad10278.png,power
1251,614,239,181,1501,504,317,276,1452,587,374,250,salad11580.png,power
0,0,0,0,617,331,106,86,1920,1080,0,0,salad01257.png,power
1133,663,174,98,1412,592,108,224,671,239,214,109,salad15936.png,power
1256,502,170,114,0,1080,0,0,975,345,114,244,salad14858.png,power
0,0,0,0,565,294,125,95,1920,1080,0,0,salad00952.png,power
0,0,0,0,576,294,117,93,1920,1080,0,0,salad00955.png,power
1115,478,142,131,1920,1080,0,0,873,273,117,285,salad14213.png,power
1178,658,203,123,0,0,0,0,1565,621,514,284,salad10605.png,power
1920,1080,0,0,1343,798,121,99,0,0,0,0,salad11388.png,power
0,1080,0,0,1185,603,136,102,1356,432,149,199,salad15016.png,power
1131,637,163,111,1330,578,126,211,942,283,224,132,salad15957.png,power
1081,624,151,88,0,0,0,0,1329,481,120,398,salad15882.png,power
1240,604,167,118,0,1080,0,0,935,342,230,148,salad15059.png,power
1031,537,159,88,1401,515,144,159,979,294,114,241,salad15747.png,power
1159,601,184,117,1920,1080,0,0,0,0,0,0,salad10556.png,power
993,583,37,177,0,0,0,0,1229,674,397,339,salad09045.png,power
1030,734,196,115,1428,321,169,211,461,333,61,160,salad00537.png,power
1163,687,207,123,0,0,0,0,1560,665,520,250,salad10614.png,power
1185,491,146,138,1388,535,114,197,1565,540,497,372,salad15205.png,power
1623,370,255,265,1920,1080,0,0,273,379,86,185,salad00423.png,power
1068,744,205,127,1920,1080,0,0,0,0,0,0,salad00634.png,power
884,490,168,168,1417,540,202,103,1328,687,351,280,salad25659.png,power
0,0,0,0,1063,718,163,125,1153,708,411,456,salad10187.png,power
0,0,0,0,1094,533,125,135,1423,538,512,191,salad03909.png,power
1160,435,108,102,0,0,0,0,1187,549,307,253,salad16002.png,power
1920,1080,0,0,1036,749,246,143,0,0,0,0,salad00625.png,power
1030,747,230,111,0,1080,0,0,1178,120,41,69,salad00668.png,power
1036,577,176,129,1318,513,174,201,0,0,0,0,salad01349.png,power
1113,540,120,132,0,0,0,0,1436,529,526,207,salad03921.png,power
1124,653,175,114,1344,576,124,211,791,239,212,114,salad15944.png,power
1071,612,169,153,1272,704,190,180,1217,719,94,327,salad11303.png,power
1222,527,141,137,0,1080,0,0,1136,247,105,172,salad14106.png,power
1042,608,118,82,0,1080,0,0,981,332,111,239,salad15794.png,power
1244,478,164,156,1920,1080,0,0,741,294,233,131,salad15049.png,power
0,0,0,0,1284,330,210,160,1177,629,152,468,salad10298.png,power
1240,543,146,95,0,0,0,0,1203,594,121,291,salad15532.png,power
1044,736,217,127,0,1080,0,0,1217,146,43,69,salad00673.png,power
1161,593,141,92,0,0,0,0,828,466,377,267,salad15147.png,power
1059,621,144,157,1604,696,130,210,1658,710,50,147,salad11294.png,power
0,0,0,0,1450,512,274,319,1324,470,520,360,salad10136.png,power
0,1080,0,0,1309,516,188,72,978,349,114,243,salad14864.png,power
1016,540,168,133,1359,602,173,75,1308,690,345,285,salad25652.png,power
1061,696,163,121,1318,114,167,161,1145,653,270,468,salad10288.png,power
0,0,0,0,1039,753,248,136,1290,761,233,201,salad00626.png,power
996,704,151,115,1520,320,178,151,730,237,49,128,salad10239.png,power
794,279,177,153,1061,463,187,158,899,321,155,393,salad03851.png,power
1920,1080,0,0,1529,200,169,135,744,163,51,130,salad10275.png,power
0,0,0,0,580,274,131,94,1920,1080,0,0,salad00931.png,power
1920,1080,0,0,1003,737,220,117,410,340,66,162,salad00529.png,power
1022,670,103,110,0,0,0,0,1242,700,327,296,salad09136.png,power
1032,724,155,107,1530,245,169,154,1119,666,250,416,salad10260.png,power
1165,573,140,100,1361,515,117,187,1073,335,240,153,salad15969.png,power
0,0,0,0,593,258,116,86,1920,1080,0,0,salad00920.png,power
0,0,0,0,1044,718,149,107,1124,666,247,418,salad10263.png,power
1162,694,206,123,0,0,0,0,1529,678,469,240,salad10619.png,power
1010,742,168,108,1282,817,95,65,0,0,0,0,salad11361.png,power
1421,421,153,249,1920,1080,0,0,655,281,238,125,salad15045.png,power
0,0,0,0,598,258,111,89,1920,1080,0,0,salad00921.png,power
955,686,139,137,1641,429,216,209,600,252,43,127,salad10219.png,power
1114,628,119,107,0,0,0,0,1208,595,141,372,salad15245.png,power
0,0,0,0,566,336,116,89,1920,1080,0,0,salad01270.png,power
720,208,140,134,1098,597,192,79,807,245,155,355,salad03843.png,power
1046,626,194,131,423,269,134,90,1228,630,195,202,salad01334.png,power
0,1080,0,0,1347,454,122,128,1188,425,270,172,salad15985.png,power
1024,589,123,88,0,1080,0,0,983,340,109,241,salad15811.png,power
1160,693,208,125,0,0,0,0,1559,664,525,268,salad10618.png,power
1308,443,114,71,0,0,0,0,1251,535,273,221,salad15090.png,power
1062,701,169,109,1280,210,203,174,1160,641,210,469,salad10294.png,power
1126,643,170,123,1328,573,130,229,873,256,220,125,salad15951.png,power
1256,795,109,56,0,0,0,0,1216,754,218,189,salad00716.png,power
1034,607,105,74,0,1080,0,0,982,341,110,242,salad15814.png,power
1006,727,174,117,1920,1080,0,0,0,0,0,0,salad11357.png,power
0,0,0,0,595,276,117,82,1920,1080,0,0,salad00928.png,power
1033,655,67,156,0,0,0,0,1434,479,123,136,salad09374.png,power
1294,660,178,106,1496,389,118,146,1165,439,232,184,salad15074.png,power
0,1080,0,0,1210,359,117,107,1215,358,219,342,salad03967.png,power
0,0,0,0,1014,780,186,69,1234,600,305,261,salad09032.png,power
1008,735,178,107,0,0,0,0,1163,766,80,254,salad11367.png,power
1245,530,141,147,0,1080,0,0,1187,258,112,167,salad14104.png,power
1161,581,147,103,1362,519,115,185,1062,330,240,151,salad15968.png,power
0,0,0,0,559,291,132,97,1920,1080,0,0,salad00950.png,power
0,0,0,0,1259,698,130,143,1227,626,282,230,salad09024.png,power
988,531,169,137,1374,592,170,78,1316,689,351,285,salad25654.png,power
959,576,100,136,1262,347,172,178,1185,679,142,297,salad14063.png,power
1920,1080,0,0,1235,504,138,85,849,262,115,222,salad14135.png,power
1111,747,206,106,1920,1080,0,0,0,0,0,0,salad01291.png,power
1319,544,118,213,980,753,260,116,1810,668,205,135,salad00593.png,power
0,0,0,0,1207,478,227,169,1197,563,171,76,salad14075.png,power
1920,1080,0,0,994,700,187,144,204,351,100,171,salad00503.png,power
1920,1080,0,0,993,612,143,111,804,284,112,277,salad04418.png,power
977,736,231,119,1588,426,179,239,293,348,82,167,salad00514.png,power
1047,711,158,120,1538,225,165,133,1133,665,247,423,salad10267.png,power
0,0,0,0,589,279,125,93,1920,1080,0,0,salad00933.png,power
1110,749,201,111,516,326,123,92,1920,0,0,0,salad01285.png,power
0,0,0,0,1229,612,157,104,1175,553,253,242,salad15826.png,power
1056,579,140,93,1260,567,130,165,1311,437,93,414,salad15842.png,power
1122,643,173,122,1319,577,133,223,884,261,221,127,salad15952.png,power
1002,535,173,136,1364,592,175,84,1312,690,351,286,salad25653.png,power
0,0,0,0,616,273,120,107,1920,1080,0,0,salad00990.png,power
1148,687,208,121,0,0,0,0,1525,659,484,262,salad10639.png,power
1128,551,129,127,1303,534,202,85,1248,671,348,281,salad25628.png,power
1035,726,214,130,0,1080,0,0,1330,206,54,75,salad00686.png,power
1309,533,100,94,1123,596,98,93,1205,598,115,268,salad15530.png,power
0,0,0,0,1028,420,187,156,960,394,145,405,salad03855.png,power
1920,1080,0,0,1140,572,140,98,724,241,121,166,salad03825.png,power
1151,684,206,125,0,0,0,0,1526,658,483,258,salad10638.png,power
1066,561,112,75,0,1080,0,0,980,285,114,241,salad15739.png,power
1177,494,118,109,1371,468,124,159,1366,445,107,349,salad15977.png,power
0,0,0,0,611,292,119,91,1920,1080,0,0,salad01237.png,power
0,0,0,0,593,335,111,89,1920,1080,0,0,salad01264.png,power
1146,567,136,99,0,0,0,0,1082,559,121,153,salad15150.png,power
1030,678,106,107,0,0,0,0,1257,712,337,305,salad09139.png,power
1563,389,240,305,1920,1080,0,0,228,393,96,192,salad00426.png,power
0,0,0,0,1441,700,183,213,1201,707,338,283,salad09085.png,power
738,503,150,145,1248,522,218,171,916,660,101,283,salad25667.png,power
1387,831,93,75,0,0,0,0,1225,651,273,279,salad10369.png,power
0,0,0,0,577,335,111,91,1301,764,211,189,salad01268.png,power
0,0,0,0,1059,597,164,95,953,661,94,273,salad25672.png,power
1920,1080,0,0,1137,573,147,98,717,238,121,170,salad03827.png,power
1181,648,216,155,0,0,0,0,1369,691,183,341,salad11557.png,power
989,741,221,113,1577,417,179,245,1563,157,243,288,salad00515.png,power
1093,708,195,124,526,290,124,101,1920,0,0,0,salad01309.png,power
1283,652,177,110,1445,386,114,136,1354,719,43,208,salad15078.png,power
1116,535,135,131,1920,1080,0,0,0,0,0,0,salad03935.png,power
1142,631,192,124,1920,1080,0,0,0,0,0,0,salad10579.png,power
1141,561,135,140,1280,535,165,87,1254,666,335,278,salad25614.png,power
980,487,108,165,1239,445,218,171,762,431,365,247,salad14071.png,power
1099,325,207,239,1250,527,165,182,0,1080,0,0,salad14097.png,power
0,0,0,0,1032,697,211,145,1242,709,205,200,salad01216.png,power
1259,797,98,61,0,0,0,0,1213,752,216,190,salad00715.png,power
1255,627,155,104,1315,424,121,80,1247,526,270,219,salad15088.png,power
0,0,0,0,516,305,134,95,1303,746,216,191,salad01300.png,power
1059,572,150,82,1286,525,174,162,1232,441,285,350,salad15834.png,power
0,1080,0,0,1177,341,128,91,1206,330,217,321,salad03969.png,power
884,644,184,126,1231,706,119,85,1334,633,174,148,salad10393.png,power
1145,611,190,121,1920,1080,0,0,0,0,0,0,salad10561.png,power
0,0,0,0,596,272,115,82,1920,1080,0,0,salad00926.png,power
1257,630,154,96,1325,416,123,86,1245,521,262,216,salad15087.png,power
1094,544,161,124,1285,603,174,73,1292,676,325,290,salad25643.png,power
1920,1080,0,0,1273,642,196,128,785,285,112,281,salad04412.png,power
0,0,0,0,572,295,119,88,1920,1080,0,0,salad00942.png,power
1134,630,163,111,1332,571,132,207,963,289,229,135,salad15959.png,power
1159,432,118,99,0,0,0,0,1193,540,280,247,salad16000.png,power
1920,1080,0,0,1542,216,163,120,757,175,51,129,salad10271.png,power
0,0,0,0,600,334,113,82,1920,1080,0,0,salad01260.png,power
1031,726,228,140,0,1080,0,0,1303,191,51,74,salad00683.png,power
1231,650,154,97,0,0,0,0,1194,549,303,256,salad15108.png,power
1920,1080,0,0,951,693,148,125,514,258,45,128,salad10211.png,power
0,0,0,0,1019,430,161,127,1005,440,156,407,salad03858.png,power
1253,469,146,157,1920,1080,0,0,721,289,233,130,salad15048.png,power
0,0,0,0,566,222,131,83,1920,1080,0,0,salad00903.png,power
1115,628,81,109,0,1080,0,0,999,241,119,265,salad15422.png,power
0,0,0,0,570,289,120,95,1920,1080,0,0,salad00943.png,power
1112,741,203,114,1920,1080,0,0,0,0,0,0,salad01290.png,power
1058,678,187,88,1281,473,189,147,1842,774,154,170,salad10303.png,power
1082,661,185,117,1920,1080,0,0,452,276,49,143,salad11522.png,power
1176,649,203,128,0,0,0,0,1851,662,137,365,salad10601.png,power
1150,638,173,102,1523,618,137,182,1654,500,194,402,salad15914.png,power
0,0,0,0,1662,439,169,273,1852,785,135,129,salad00509.png,power
1058,694,167,117,1289,163,177,160,451,152,51,131,salad10292.png,power
1275,642,165,107,1391,383,128,118,1222,489,247,200,salad15081.png,power
1023,736,233,128,0,1080,0,0,1312,196,52,74,salad00684.png,power
1084,691,190,116,1575,672,206,238,1256,739,97,307,salad11515.png,power
0,0,0,0,550,334,123,92,1920,1080,0,0,salad01271.png,power
0,1080,0,0,1304,498,150,99,976,346,115,244,salad14860.png,power
1093,534,128,137,1920,1080,0,0,0,0,0,0,salad03899.png,power
1094,715,189,114,519,286,133,102,1282,723,209,192,salad01311.png,power
1920,1080,0,0,1062,718,158,123,213,300,79,152,salad10188.png,power
1176,502,126,105,1370,471,120,160,1140,373,254,171,salad15976.png,power
658,256,123,104,1120,595,167,84,741,203,124,180,salad03836.png,power
1179,491,155,132,1391,525,107,203,1546,528,443,395,salad15206.png,power
1044,717,180,99,1920,1080,0,0,0,0,0,0,salad11432.png,power
1113,737,199,112,516,307,132,99,1920,0,0,0,salad01294.png,power
1920,0,0,0,1421,0,292,175,0,1080,0,0,salad00982.png,power
1920,1080,0,0,1146,520,182,92,859,235,105,213,salad14129.png,power
1245,660,150,85,0,0,0,0,1241,553,296,248,salad15102.png,power
1920,0,0,0,1427,0,308,178,0,1080,0,0,salad00961.png,power
1055,591,140,71,1267,547,175,142,1209,471,291,314,salad15832.png,power
1920,1080,0,0,1425,311,172,209,478,329,59,159,salad00540.png,power
0,0,0,0,1302,734,106,163,1242,661,253,295,salad10361.png,power
1017,667,103,108,0,0,0,0,1237,697,326,297,salad09135.png,power
1920,0,0,0,1591,254,235,253,0,1080,0,0,salad01220.png,power
0,1080,0,0,1332,576,129,206,955,287,223,135,salad15958.png,power
1054,719,164,111,1533,218,171,130,1142,664,247,424,salad10270.png,power
0,1080,0,0,1107,627,110,93,944,291,137,253,salad15251.png,power
1408,851,86,80,0,0,0,0,1214,654,265,253,salad10371.png,power
1007,733,178,109,0,0,0,0,1162,758,86,244,salad11369.png,power
0,0,0,0,1447,689,187,225,1199,705,337,288,salad09086.png,power
1137,557,136,104,0,0,0,0,1072,557,127,163,salad15151.png,power
1920,1080,0,0,1692,477,218,222,549,256,45,130,salad10214.png,power
1047,761,212,124,0,1080,0,0,1245,128,37,58,salad00644.png,power
1920,1080,0,0,1004,748,232,107,500,318,63,161,salad00562.png,power
1029,582,119,105,0,1080,0,0,983,339,110,241,salad15808.png,power
1148,617,185,118,1920,1080,0,0,0,0,0,0,salad10564.png,power
0,0,0,0,990,593,35,165,1224,671,401,338,salad09044.png,power
779,497,159,159,1369,504,201,161,1350,688,343,273,salad25664.png,power
1118,743,188,101,534,311,119,93,1305,748,218,191,salad01299.png,power
1036,537,150,74,1400,514,149,133,980,291,114,241,salad15745.png,power
1146,632,192,124,1920,1080,0,0,0,0,0,0,salad10581.png,power
1920,1080,0,0,1052,739,221,143,0,0,0,0,salad00636.png,power
1143,645,175,94,1528,626,134,196,1481,604,496,629,salad15919.png,power
0,0,0,0,1364,751,95,149,1243,690,389,325,salad09051.png,power
0,1080,0,0,1026,753,223,135,1203,116,36,61,salad00649.png,power
1027,719,158,110,1530,258,176,140,1115,668,255,415,salad10256.png,power
1298,510,188,85,1063,544,118,71,977,348,115,244,salad14862.png,power
729,513,150,132,1162,550,189,135,930,660,99,278,salad25669.png,power
981,682,176,124,0,1080,0,0,1675,170,309,296,salad00477.png,power
1112,477,140,133,1418,467,103,163,871,272,117,284,salad14215.png,power
1035,601,114,85,1246,624,137,125,1212,573,194,230,salad15804.png,power
0,0,0,0,1372,532,262,241,1286,713,238,193,salad00451.png,power
1295,656,175,111,0,1080,0,0,1130,415,233,175,salad15071.png,power
1093,702,183,107,1920,1080,0,0,687,290,51,132,salad11511.png,power
1920,1080,0,0,1001,701,216,134,229,352,109,171,salad00584.png,power
1111,476,141,136,1401,465,101,159,870,272,117,284,salad14216.png,power
1251,646,150,87,0,0,0,0,1259,545,283,234,salad15097.png,power
1122,636,194,137,0,0,0,0,1287,674,111,337,salad11541.png,power
1092,500,223,167,1486,481,230,252,160,413,109,200,salad00431.png,power
1100,468,207,150,1529,425,225,288,199,400,100,194,salad00428.png,power
0,0,0,0,1286,542,167,86,1237,670,369,277,salad25621.png,power
1069,625,117,78,0,0,0,0,1202,552,167,289,salad15868.png,power
1157,684,200,121,0,1080,0,0,1731,482,206,110,salad10637.png,power
1090,531,134,146,0,0,0,0,1415,539,512,177,salad03900.png,power
1079,693,189,125,519,281,130,112,1920,0,0,0,salad01317.png,power
1393,457,64,225,0,0,0,0,1780,645,248,182,salad15037.png,power
0,0,0,0,1162,648,89,64,1053,611,286,524,salad10412.png,power
1056,574,148,92,1273,540,133,174,1322,418,116,428,salad15841.png,power
1113,478,136,130,1332,462,86,145,868,270,116,284,salad14219.png,power
1069,695,164,123,1485,164,166,136,704,148,48,128,salad10280.png,power
1920,1080,0,0,1222,508,146,89,851,257,114,221,salad14134.png,power
1920,1080,0,0,1727,478,164,211,213,351,96,171,salad00504.png,power
0,0,0,0,576,257,134,80,1920,1080,0,0,salad00917.png,power
1162,683,213,127,1920,1080,0,0,0,0,0,0,salad10613.png,power
1124,741,184,109,529,332,118,93,1920,0,0,0,salad01279.png,power
1284,490,147,186,0,1080,0,0,927,189,102,204,salad15213.png,power
956,693,136,130,1624,416,207,217,610,251,44,128,salad10220.png,power
