hand_min_x,hand_min_y,hand_width,hand_length,object_min_x,object_min_y,object_width,object_height,picture_name,grasp
1202,513,100,112,1378,636,145,221,power09171.png,power
1208,774,172,174,1531,1048,146,61,power1111.png,power
690,252,171,130,0,0,0,0,power5381.png,power
771,457,196,191,0,0,0,0,power4990.png,power
1222,572,185,173,0,0,0,0,power4364.png,power
1105,468,146,114,1343,555,181,176,power08905.png,power
801,491,176,170,309,785,194,115,power0047.png,power
526,269,223,157,795,395,412,177,power07944.png,power
827,521,250,218,1242,590,147,134,power09519.png,power
684,448,67,188,816,545,197,293,power07565.png,power
985,532,223,221,0,0,0,0,power4040.png,power
733,681,155,113,898,786,323,161,power07820.png,power
596,417,135,109,0,0,0,0,power5936.png,power
-48,119,356,446,0,0,0,0,power2508.png,power
1282,603,142,125,0,0,0,0,power3522.png,power
357,381,370,285,1046,593,171,198,power2467.png,power
792,576,151,115,1044,623,96,88,power09657.png,power
558,-15,230,281,0,0,0,0,power6025.png,power
739,538,139,110,984,577,90,86,power09648.png,power
826,395,187,175,0,0,0,0,power4987.png,power
1488,763,138,127,0,0,0,0,power4320.png,power
1109,515,167,160,0,0,0,0,power4472.png,power
609,578,128,94,0,0,0,0,power6666.png,power
882,455,210,158,0,0,0,0,power5347.png,power
485,451,324,215,0,0,0,0,power1716.png,power
885,701,256,200,0,0,0,0,power2972.png,power
1224,373,141,142,87,737,93,44,power08320.png,power
636,571,202,175,0,0,0,0,power6937.png,power
1505,543,174,199,0,0,0,0,power4064.png,power
920,258,270,275,0,0,0,0,power4776.png,power
398,458,234,274,863,587,104,195,power2373.png,power
774,518,103,121,962,563,73,85,power09639.png,power
1145,395,148,190,1358,550,445,296,power08493.png,power
574,531,244,225,1049,684,119,170,power1560.png,power
512,117,192,180,871,275,260,324,power08093.png,power
296,740,184,113,0,0,0,0,power2097.png,power
1219,517,160,196,1465,588,217,137,power08860.png,power
1130,668,175,115,0,0,0,0,power3591.png,power
510,447,173,189,780,532,128,143,power6817.png,power
1147,657,181,168,1513,1036,139,65,power0759.png,power
1457,297,166,168,1668,367,76,98,power08420.png,power
558,366,185,148,0,0,0,0,power7141.png,power
505,557,147,197,0,0,0,0,power7307.png,power
810,345,232,190,0,0,0,0,power4881.png,power
717,463,187,148,949,601,355,231,power07460.png,power
923,810,220,116,0,0,0,0,power09683.png,power
602,712,151,158,0,0,0,0,power2324.png,power
288,311,251,196,0,0,0,0,power6515.png,power
942,573,197,209,0,0,0,0,power4410.png,power
586,373,323,301,1128,530,327,326,power1630.png,power
766,689,178,178,1415,1035,77,42,power2219.png,power
862,467,130,217,1138,638,254,368,power08132.png,power
864,401,205,168,0,0,0,0,power4895.png,power
709,414,115,96,935,490,148,373,power07429.png,power
1442,341,185,231,1664,374,423,69,power08762.png,power
1015,705,220,160,1523,1037,161,66,power0778.png,power
893,642,132,166,1126,790,150,328,power08203.png,power
1174,358,146,179,140,809,93,33,power08296.png,power
803,608,186,134,1159,743,79,128,power08250.png,power
783,341,206,176,877,565,172,332,power07970.png,power
516,378,166,117,0,0,0,0,power7098.png,power
356,279,187,246,0,0,0,0,power6247.png,power
671,299,156,149,1032,380,138,120,power07780.png,power
783,368,216,155,0,0,0,0,power5985.png,power
700,215,267,218,0,0,0,0,power4870.png,power
725,513,195,177,308,785,195,115,power0045.png,power
606,391,143,113,0,0,0,0,power5941.png,power
567,696,154,156,0,0,0,0,power2331.png,power
902,715,210,173,0,0,0,0,power2981.png,power
749,590,179,136,0,0,0,0,power6747.png,power
967,153,195,181,0,0,0,0,power4800.png,power
957,715,198,112,0,0,0,0,power09449.png,power
1081,479,146,111,1331,556,200,184,power08902.png,power
1436,503,158,182,0,0,0,0,power4057.png,power
478,381,143,124,0,0,0,0,power7072.png,power
822,698,206,212,0,0,0,0,power0950.png,power
846,385,179,167,0,0,0,0,power4986.png,power
1334,348,177,202,1571,434,75,116,power08841.png,power
935,287,225,233,0,0,0,0,power4507.png,power
1225,578,185,167,0,0,0,0,power4363.png,power
871,854,230,118,0,0,0,0,power09699.png,power
1030,294,204,179,0,0,0,0,power4187.png,power
902,206,231,205,0,0,0,0,power4796.png,power
958,573,210,156,0,0,0,0,power6001.png,power
710,454,133,164,0,0,0,0,power7264.png,power
541,592,215,164,1609,614,143,83,power5754.png,power
680,277,245,189,0,0,0,0,power7390.png,power
1521,247,145,177,1687,346,154,176,power08416.png,power
713,713,160,155,0,0,0,0,power2239.png,power
187,316,391,381,950,510,179,275,power2557.png,power
1116,664,183,189,1530,1048,143,61,power1093.png,power
1195,345,161,168,66,744,103,42,power08309.png,power
1301,332,235,252,0,0,0,0,power4765.png,power
1168,582,132,176,0,0,0,0,power3684.png,power
886,395,170,148,0,0,0,0,power5279.png,power
927,277,184,166,0,0,0,0,power4966.png,power
638,486,121,96,841,609,250,258,power07610.png,power
762,387,157,141,1142,447,216,133,power07451.png,power
737,459,135,161,0,0,0,0,power7256.png,power
607,378,260,271,1043,505,284,254,power1645.png,power
839,591,112,160,0,0,0,0,power09848.png,power
555,307,206,160,0,0,0,0,power6139.png,power
375,235,407,359,1733,1065,85,28,power2617.png,power
1015,723,120,117,1224,765,79,85,power09489.png,power
1099,848,130,143,0,0,0,0,power4831.png,power
835,534,169,135,0,0,0,0,power5327.png,power
659,791,220,150,0,0,0,0,power5259.png,power
1188,542,86,91,1334,669,131,225,power09177.png,power
1122,713,174,109,1321,771,54,44,power3598.png,power
434,279,401,343,1209,414,242,294,power2747.png,power
561,691,154,159,0,0,0,0,power2332.png,power
941,215,194,190,0,0,0,0,power4961.png,power
863,550,209,185,1225,611,127,124,power09207.png,power
727,400,156,118,983,136,103,86,power5582.png,power
1308,609,140,123,0,0,0,0,power3521.png,power
337,188,385,361,1717,1065,82,30,power2620.png,power
847,679,222,206,1403,1016,105,69,power0945.png,power
547,558,138,104,0,0,0,0,power6685.png,power
573,182,151,243,868,317,323,313,power07486.png,power
1278,242,149,166,167,788,75,52,power08350.png,power
913,538,197,160,1254,597,126,116,power09223.png,power
595,317,222,160,0,0,0,0,power6133.png,power
888,618,128,142,1147,722,212,379,power08192.png,power
811,443,140,234,1079,618,305,388,power08111.png,power
642,583,186,203,968,632,123,142,power1534.png,power
401,60,327,316,0,0,0,0,power6109.png,power
604,621,128,92,0,0,0,0,power6656.png,power
741,591,193,130,0,0,0,0,power6744.png,power
762,319,232,241,0,0,0,0,power6297.png,power
622,307,173,158,0,0,0,0,power5507.png,power
600,308,156,145,846,460,171,336,power07913.png,power
1335,549,115,173,0,0,0,0,power3698.png,power
872,241,204,181,0,0,0,0,power4955.png,power
884,707,257,199,0,0,0,0,power2973.png,power
755,639,193,120,1086,691,103,97,power09667.png,power
685,547,201,181,306,785,195,116,power0043.png,power
1218,800,146,106,1512,1052,161,54,power0278.png,power
711,553,288,249,0,0,0,0,power4207.png,power
862,406,212,178,0,0,0,0,power4891.png,power
1111,862,129,140,0,0,0,0,power4832.png,power
701,469,161,158,873,590,334,185,power07902.png,power
714,446,137,181,0,0,0,0,power7258.png,power
1211,376,221,203,0,0,0,0,power4541.png,power
744,523,239,140,1201,672,109,184,power08070.png,power
1253,375,195,154,1501,483,68,127,power08831.png,power
1190,476,202,205,0,0,0,0,power4452.png,power
719,339,104,187,949,471,248,323,power08001.png,power
878,436,179,157,0,0,0,0,power4910.png,power
374,396,218,207,0,0,0,0,power6491.png,power
1208,504,209,210,0,0,0,0,power4459.png,power
839,668,155,155,0,0,0,0,power09835.png,power
677,246,148,199,980,414,338,327,power07879.png,power
671,321,204,154,0,0,0,0,power6576.png,power
631,581,152,160,927,695,74,122,power2036.png,power
1305,618,194,211,0,0,0,0,power4076.png,power
744,633,143,136,0,0,0,0,power2018.png,power
801,420,193,145,0,0,0,0,power7021.png,power
504,352,343,297,1164,508,179,226,power2752.png,power
794,389,193,180,0,0,0,0,power6386.png,power
1533,232,129,187,1667,331,211,173,power08414.png,power
514,510,174,185,149,393,40,13,power6826.png,power
1208,797,146,107,1512,1052,161,54,power0280.png,power
1279,533,114,169,0,0,0,0,power3691.png,power
724,248,321,233,0,0,0,0,power6040.png,power
953,607,216,147,33,960,38,34,power09300.png,power
1104,646,187,124,0,0,0,0,power3588.png,power
911,413,230,218,0,0,0,0,power4179.png,power
773,647,140,141,1058,699,77,106,power2008.png,power
648,387,275,268,1111,523,310,299,power1641.png,power
536,275,214,166,0,0,0,0,power6157.png,power
1043,630,197,128,0,0,0,0,power3582.png,power
1044,514,139,98,1298,579,222,172,power08897.png,power
1130,685,176,161,329,790,190,112,power0740.png,power
767,659,145,140,1054,1057,58,31,power2010.png,power
575,596,193,177,0,0,0,0,power6841.png,power
393,476,349,251,1036,686,171,161,power2470.png,power
697,411,236,185,0,0,0,0,power7335.png,power
264,378,322,330,900,578,170,271,power2395.png,power
576,574,154,164,0,0,0,0,power6909.png,power
781,485,132,194,0,0,0,0,power7283.png,power
1213,500,209,212,0,0,0,0,power4458.png,power
1242,567,199,194,0,0,0,0,power4347.png,power
381,727,145,203,643,755,311,286,power2903.png,power
479,531,209,191,0,0,0,0,power6497.png,power
499,673,154,171,0,0,0,0,power2073.png,power
866,677,152,148,0,0,0,0,power09834.png,power
959,606,98,203,1135,776,145,371,power08201.png,power
421,107,270,200,0,0,0,0,power6531.png,power
727,530,240,218,0,0,0,0,power4229.png,power
893,719,203,168,1287,819,106,124,power2982.png,power
306,359,296,350,917,523,138,259,power2435.png,power
513,280,213,168,0,0,0,0,power6153.png,power
862,447,185,156,0,0,0,0,power4918.png,power
901,628,166,148,317,781,192,115,power0144.png,power
987,255,266,276,0,0,0,0,power4774.png,power
944,692,168,154,0,0,0,0,power4386.png,power
1179,543,196,182,0,0,0,0,power4371.png,power
477,632,177,185,0,0,0,0,power2069.png,power
1221,482,102,112,24,820,48,40,power09168.png,power
708,504,243,240,0,0,0,0,power4218.png,power
332,374,202,218,0,0,0,0,power6211.png,power
626,358,172,143,995,456,111,136,power08221.png,power
541,413,299,298,1123,587,169,217,power1723.png,power
1189,549,197,171,0,0,0,0,power4131.png,power
592,381,319,301,1133,535,329,325,power1631.png,power
162,311,337,386,841,508,169,289,power2421.png,power
1118,665,181,187,1529,1048,142,61,power1092.png,power
1443,655,136,132,0,0,0,0,power3514.png,power
798,456,118,156,0,0,0,0,power7238.png,power
640,305,191,141,1030,424,105,144,power07762.png,power
677,330,174,134,0,0,0,0,power5365.png,power
248,297,253,240,0,0,0,0,power6235.png,power
861,461,183,150,0,0,0,0,power4922.png,power
976,838,228,132,0,0,0,0,power09820.png,power
592,175,143,241,870,314,303,327,power07484.png,power
711,538,227,221,0,0,0,0,power4817.png,power
803,213,295,260,0,0,0,0,power4789.png,power
1175,388,138,195,1373,534,411,282,power08492.png,power
668,499,164,219,910,552,299,277,power1601.png,power
1223,553,130,184,0,0,0,0,power3732.png,power
711,353,112,197,948,509,206,346,power08004.png,power
503,151,184,173,840,303,272,310,power08090.png,power
1086,573,173,180,0,0,0,0,power4244.png,power
409,536,335,229,1015,746,179,145,power2474.png,power
1090,494,166,168,0,0,0,0,power4476.png,power
1123,709,157,147,329,790,189,111,power0730.png,power
1218,568,185,171,0,0,0,0,power4365.png,power
398,443,277,310,943,615,141,230,power2383.png,power
882,548,207,209,1227,613,132,122,power09517.png,power
1348,900,122,92,0,0,0,0,power4313.png,power
562,273,181,148,0,0,0,0,power08040.png,power
748,230,299,221,0,0,0,0,power6037.png,power
642,573,181,207,966,627,123,143,power1536.png,power
912,542,207,172,1267,607,125,116,power09227.png,power
677,265,251,194,0,0,0,0,power7389.png,power
-78,156,318,486,0,0,0,0,power2520.png,power
1450,456,157,165,0,0,0,0,power4000.png,power
1201,296,237,251,0,0,0,0,power4768.png,power
1271,357,195,177,1530,457,74,119,power08837.png,power
773,501,205,175,0,0,0,0,power6953.png,power
503,538,185,181,90,391,41,14,power6828.png,power
582,572,151,156,1322,1051,103,58,power6908.png,power
999,943,254,123,0,0,0,0,power09777.png,power
572,698,155,154,0,0,0,0,power2330.png,power
304,109,313,311,0,0,0,0,power2632.png,power
809,407,189,177,0,0,0,0,power4988.png,power
650,515,305,268,0,0,0,0,power1800.png,power
1341,557,121,180,0,0,0,0,power3701.png,power
980,683,174,152,1531,1044,160,66,power0924.png,power
539,234,171,140,914,331,115,128,power07766.png,power
674,644,184,125,0,0,0,0,power5714.png,power
1070,672,157,134,708,932,83,37,power3140.png,power
1048,255,201,174,0,0,0,0,power4189.png,power
730,501,235,188,0,0,0,0,power5296.png,power
381,350,168,132,0,0,0,0,power7133.png,power
1151,657,180,170,1513,1037,138,66,power0758.png,power
515,215,282,172,948,414,309,436,power07953.png,power
558,444,168,166,818,520,122,143,power6799.png,power
1489,791,133,113,0,0,0,0,power4278.png,power
976,584,91,137,1138,629,76,90,power09417.png,power
644,706,152,161,0,0,0,0,power2273.png,power
1232,575,122,187,0,0,0,0,power3738.png,power
620,494,119,97,818,617,263,248,power07609.png,power
961,167,219,205,0,0,0,0,power4197.png,power
1149,659,183,169,1513,1038,138,66,power0754.png,power
973,868,240,121,0,0,0,0,power09817.png,power
635,264,174,138,1022,351,151,134,power07741.png,power
317,413,197,171,0,0,0,0,power6458.png,power
907,564,198,157,1254,609,116,110,power09350.png,power
495,605,204,171,0,0,0,0,power6504.png,power
1074,571,185,134,0,0,0,0,power3541.png,power
831,520,210,167,0,0,0,0,power5009.png,power
671,329,196,145,0,0,0,0,power6574.png,power
518,430,311,253,0,0,0,0,power1718.png,power
828,578,169,110,0,0,0,0,power5321.png,power
512,363,134,118,0,0,0,0,power7053.png,power
1233,326,207,181,0,0,0,0,power4162.png,power
1124,275,248,248,0,0,0,0,power4770.png,power
412,386,195,192,0,0,0,0,power6204.png,power
1080,612,164,126,0,0,0,0,power3577.png,power
432,613,162,197,0,0,0,0,power2058.png,power
680,670,136,108,0,0,0,0,power6623.png,power
231,282,243,243,0,0,0,0,power6238.png,power
247,298,244,235,0,0,0,0,power6236.png,power
820,612,167,135,0,0,0,0,power5268.png,power
240,344,323,343,880,544,171,283,power2404.png,power
711,535,138,117,954,573,85,83,power09645.png,power
176,323,450,367,0,0,0,0,power2570.png,power
589,500,318,267,0,0,0,0,power1812.png,power
1488,269,170,145,492,957,101,57,power09094.png,power
1358,621,133,123,0,0,0,0,power3519.png,power
682,392,198,146,0,0,0,0,power6567.png,power
771,546,213,174,0,0,0,0,power5002.png,power
735,307,171,153,0,0,0,0,power6578.png,power
1195,507,206,206,0,0,0,0,power4461.png,power
674,606,221,183,0,0,0,0,power6943.png,power
669,778,218,146,0,0,0,0,power5260.png,power
255,268,260,197,0,0,0,0,power6517.png,power
1013,448,147,199,1268,620,258,308,power09007.png,power
638,277,177,162,0,0,0,0,power5504.png,power
1121,663,181,192,1531,1048,146,62,power1095.png,power
726,342,101,204,946,493,226,340,power08003.png,power
532,393,324,282,1148,564,169,212,power2754.png,power
1534,678,135,146,0,0,0,0,power3509.png,power
926,622,219,161,0,0,0,0,power09608.png,power
653,511,203,210,1067,629,108,171,power1573.png,power
1098,619,151,118,0,0,0,0,power3573.png,power
825,523,187,131,1183,667,72,130,power08155.png,power
488,614,159,196,763,660,77,122,power2066.png,power
1108,556,99,137,1268,692,175,245,power09185.png,power
1249,358,206,177,1517,468,72,127,power08836.png,power
1118,748,164,106,1381,1027,102,69,power0307.png,power
690,151,150,212,950,342,145,407,power08099.png,power
685,741,137,140,0,0,0,0,power2315.png,power
679,607,156,200,0,0,0,0,power2203.png,power
944,734,251,144,0,0,0,0,power09543.png,power
631,526,255,218,1108,683,122,157,power2761.png,power
611,296,200,249,0,0,0,0,power6330.png,power
857,451,169,148,0,0,0,0,power5339.png,power
952,484,186,151,817,975,75,37,power3177.png,power
742,176,139,223,1000,379,190,435,power08101.png,power
519,193,171,146,909,278,132,125,power07773.png,power
266,301,249,244,0,0,0,0,power6229.png,power
811,758,159,93,0,0,0,0,power6612.png,power
838,606,194,152,0,0,0,0,power6392.png,power
531,620,134,168,0,0,0,0,power2051.png,power
896,494,150,165,1144,649,149,273,power09012.png,power
983,664,167,131,0,0,0,0,power5247.png,power
903,678,205,194,1535,1046,163,64,power0941.png,power
950,719,205,110,0,0,0,0,power09448.png,power
747,631,188,189,1526,1055,77,33,power2210.png,power
479,283,153,125,0,0,0,0,power5966.png,power
822,507,280,215,1288,582,168,151,power09523.png,power
577,704,157,153,0,0,0,0,power2329.png,power
513,177,170,179,0,0,0,0,power6347.png,power
1293,634,192,206,0,0,0,0,power4080.png,power
390,384,162,110,0,0,0,0,power7122.png,power
762,710,149,95,0,0,0,0,power6616.png,power
626,442,312,308,1230,566,205,250,power1768.png,power
1049,540,204,204,0,0,0,0,power4429.png,power
109,234,256,200,0,0,0,0,power6485.png,power
1068,703,166,177,332,788,188,112,power0794.png,power
925,272,244,267,0,0,0,0,power4510.png,power
673,654,184,190,1033,775,103,142,power1844.png,power
1036,698,173,121,1287,988,190,105,power5239.png,power
1166,437,198,209,0,0,0,0,power4441.png,power
1290,689,119,107,1445,256,117,50,power3416.png,power
1184,674,148,106,1382,1028,102,71,power0398.png,power
754,426,198,151,0,0,0,0,power6970.png,power
1006,510,188,204,0,0,0,0,power4408.png,power
787,432,186,145,0,0,0,0,power6969.png,power
1416,421,139,162,1600,548,417,232,power08819.png,power
451,637,98,106,0,0,0,0,power2151.png,power
1300,486,105,133,1438,603,309,221,power09143.png,power
259,164,277,399,695,269,529,537,power2455.png,power
516,404,142,118,0,0,0,0,power7060.png,power
500,74,241,282,0,0,0,0,power6082.png,power
560,558,135,99,0,0,0,0,power6682.png,power
593,438,263,252,1090,555,149,211,power1615.png,power
878,607,243,119,328,953,85,37,power09283.png,power
523,669,148,158,790,712,69,99,power2174.png,power
507,371,170,112,0,0,0,0,power7103.png,power
353,221,408,356,1728,1065,85,29,power2618.png,power
752,592,180,132,0,0,0,0,power6746.png,power
863,536,197,197,0,0,0,0,power4233.png,power
533,246,157,120,0,0,0,0,power5959.png,power
1151,676,176,164,1393,1007,103,72,power0745.png,power
666,244,161,129,0,0,0,0,power5373.png,power
580,342,154,118,0,0,0,0,power5946.png,power
750,617,245,219,1230,721,122,171,power2958.png,power
541,577,170,170,0,0,0,0,power6911.png,power
1085,930,170,93,400,786,177,111,power1410.png,power
1084,647,189,179,0,0,0,0,power3675.png,power
897,539,190,192,0,0,0,0,power4234.png,power
921,296,184,162,0,0,0,0,power4968.png,power
709,348,162,131,0,0,0,0,power7025.png,power
1114,655,183,191,1409,1019,105,70,power1085.png,power
646,212,195,155,1061,323,144,154,power08056.png,power
1220,661,138,140,1079,791,77,40,power3219.png,power
802,396,228,236,0,0,0,0,power4501.png,power
346,768,155,122,0,0,0,0,power2084.png,power
883,722,187,161,0,0,0,0,power2984.png,power
746,501,132,171,0,0,0,0,power7287.png,power
662,256,237,184,1175,329,237,134,power07962.png,power
575,325,152,117,0,0,0,0,power5948.png,power
915,210,203,187,0,0,0,0,power4959.png,power
902,485,139,126,1147,636,322,289,power07800.png,power
1296,424,200,172,0,0,0,0,power08969.png,power
1421,330,165,175,1626,411,87,122,power08471.png,power
792,490,239,174,1245,670,94,167,power07755.png,power
554,500,284,255,179,1063,72,31,power1835.png,power
855,765,151,151,0,0,0,0,power4825.png,power
703,411,193,141,0,0,0,0,power5361.png,power
1099,640,182,121,0,0,0,0,power3615.png,power
1099,545,183,171,1349,655,90,126,power08779.png,power
943,158,219,211,0,0,0,0,power4198.png,power
742,265,204,205,0,0,0,0,power6382.png,power
803,700,220,126,0,0,0,0,power09672.png,power
827,354,141,141,1165,410,173,90,power07786.png,power
1180,542,89,115,1327,671,132,232,power09178.png,power
743,177,250,218,0,0,0,0,power4861.png,power
607,517,321,260,1024,1020,75,37,power1807.png,power
637,710,155,159,0,0,0,0,power2274.png,power
1160,575,166,134,0,0,0,0,power3528.png,power
1040,582,141,100,1206,670,42,91,power08557.png,power
546,547,226,248,940,633,102,181,power2355.png,power
714,380,143,136,941,468,120,439,power07445.png,power
408,464,226,275,867,598,110,199,power2375.png,power
721,462,231,194,0,0,0,0,power5290.png,power
715,486,235,196,0,0,0,0,power5292.png,power
-63,117,372,445,0,0,0,0,power2507.png,power
323,789,150,103,0,0,0,0,power2089.png,power
440,466,213,197,0,0,0,0,power6494.png,power
933,525,184,197,0,0,0,0,power4483.png,power
916,633,231,158,0,0,0,0,power09606.png,power
846,512,207,164,0,0,0,0,power5011.png,power
659,666,177,129,0,0,0,0,power5705.png,power
665,508,180,217,918,564,267,257,power1595.png,power
1176,516,202,195,0,0,0,0,power4126.png,power
868,432,185,164,0,0,0,0,power4908.png,power
503,223,191,205,0,0,0,0,power6339.png,power
302,93,307,314,0,0,0,0,power2631.png,power
316,466,367,255,995,675,171,170,power2479.png,power
490,182,174,192,0,0,0,0,power6344.png,power
787,367,146,148,0,0,0,0,power7398.png,power
431,298,397,307,1201,427,210,264,power2749.png,power
485,503,219,211,0,0,0,0,power6873.png,power
1572,406,194,185,0,0,0,0,power4005.png,power
778,713,187,162,0,0,0,0,power4656.png,power
928,758,153,119,1206,916,89,147,power07832.png,power
715,709,162,156,0,0,0,0,power2240.png,power
544,631,35,106,0,0,0,0,power2150.png,power
732,235,248,210,0,0,0,0,power4871.png,power
766,571,194,136,1007,686,353,157,power08241.png,power
1123,570,132,135,761,945,78,36,power3159.png,power
152,327,446,378,0,0,0,0,power2564.png,power
556,502,331,270,961,1047,84,43,power1816.png,power
775,619,170,119,1068,668,97,93,power09664.png,power
1168,852,146,106,1381,1023,102,70,power0471.png,power
1117,525,166,158,0,0,0,0,power4470.png,power
691,310,262,195,0,0,0,0,power6543.png,power
670,428,210,151,0,0,0,0,power6565.png,power
822,612,175,82,0,0,0,0,power5317.png,power
579,527,240,225,986,649,239,237,power1563.png,power
865,330,234,245,0,0,0,0,power4504.png,power
587,519,147,205,0,0,0,0,power7311.png,power
524,750,262,231,0,0,0,0,power0971.png,power
793,572,135,138,1043,661,355,346,power08115.png,power
534,417,138,121,670,511,329,147,power07592.png,power
1128,768,172,98,1381,1027,102,70,power0299.png,power
869,471,198,152,0,0,0,0,power4943.png,power
1440,572,180,208,0,0,0,0,power4069.png,power
623,299,205,251,0,0,0,0,power6329.png,power
871,433,184,164,0,0,0,0,power4907.png,power
788,330,111,186,1046,455,285,327,power07851.png,power
932,608,163,170,1199,656,113,103,power09514.png,power
774,668,209,119,0,0,0,0,power09670.png,power
782,576,154,111,1040,620,96,89,power09656.png,power
483,789,293,234,0,0,0,0,power0966.png,power
833,586,129,174,0,0,0,0,power09851.png,power
1187,759,177,181,1532,1048,148,61,power1109.png,power
571,664,204,146,0,0,0,0,power5745.png,power
1227,605,179,157,0,0,0,0,power4352.png,power
498,467,146,108,637,560,330,155,power07597.png,power
905,734,157,151,384,488,45,38,power4719.png,power
717,737,127,127,0,0,0,0,power2312.png,power
643,282,226,174,0,0,0,0,power6172.png,power
630,176,296,238,0,0,0,0,power4868.png,power
742,255,193,185,1192,349,223,153,power07963.png,power
952,602,218,136,83,946,45,34,power09297.png,power
925,338,174,150,0,0,0,0,power4978.png,power
1369,398,157,183,1584,531,318,252,power08821.png,power
788,563,163,187,0,0,0,0,power09855.png,power
551,629,33,106,0,0,0,0,power2149.png,power
1116,664,182,187,1529,1048,142,61,power1091.png,power
566,595,179,172,0,0,0,0,power6833.png,power
387,731,121,202,608,760,288,260,power2883.png,power
681,599,146,159,0,0,0,0,power2027.png,power
1214,555,127,180,0,0,0,0,power3736.png,power
1116,484,179,176,0,0,0,0,power4397.png,power
757,423,157,128,926,548,345,174,power07893.png,power
1109,464,210,221,0,0,0,0,power4434.png,power
1159,424,200,136,1417,524,78,108,power08958.png,power
1126,672,180,185,1531,1048,147,62,power1097.png,power
873,435,182,158,0,0,0,0,power4909.png,power
843,553,167,166,0,0,0,0,power09627.png,power
1309,535,111,165,0,0,0,0,power3694.png,power
1152,539,91,117,1304,670,152,239,power09181.png,power
945,637,158,136,1289,737,120,136,power08140.png,power
748,765,206,151,996,836,67,82,power5252.png,power
1014,313,207,183,0,0,0,0,power4186.png,power
818,466,120,162,0,0,0,0,power7247.png,power
664,431,196,143,1072,547,137,163,power08079.png,power
1299,633,190,197,0,0,0,0,power4078.png,power
681,363,196,144,0,0,0,0,power6569.png,power
576,429,275,251,1105,573,148,213,power1617.png,power
672,327,157,128,0,0,0,0,power7027.png,power
624,653,130,93,0,0,0,0,power6629.png,power
936,596,157,124,0,0,0,0,power09022.png,power
600,634,124,94,0,0,0,0,power6652.png,power
616,573,116,83,843,666,244,174,power07550.png,power
854,267,208,197,0,0,0,0,power4813.png,power
828,275,215,186,0,0,0,0,power4953.png,power
659,434,177,121,0,0,0,0,power07904.png,power
1105,479,198,214,0,0,0,0,power4047.png,power
806,474,222,176,1073,627,416,212,power07747.png,power
561,577,160,166,0,0,0,0,power6910.png,power
372,161,294,309,0,0,0,0,power2635.png,power
605,631,125,91,0,0,0,0,power6653.png,power
716,540,105,106,841,652,314,141,power07539.png,power
862,481,191,144,0,0,0,0,power4931.png,power
905,702,157,140,0,0,0,0,power09832.png,power
595,555,168,176,0,0,0,0,power6845.png,power
804,589,183,133,1021,704,350,163,power08246.png,power
905,452,145,128,1160,604,325,294,power07798.png,power
445,633,97,104,0,0,0,0,power2148.png,power
524,396,161,106,0,0,0,0,power7090.png,power
616,526,224,160,0,0,0,0,power5763.png,power
1327,879,131,107,0,0,0,0,power4307.png,power
749,707,150,162,0,0,0,0,power2246.png,power
767,501,184,168,308,785,195,115,power0046.png,power
928,771,137,160,0,0,0,0,power4826.png,power
756,429,110,175,950,611,104,331,power08007.png,power
901,598,222,162,0,0,0,0,power09307.png,power
861,484,147,164,310,785,194,115,power0048.png,power
812,548,163,151,0,0,0,0,power09630.png,power
759,557,179,198,0,0,0,0,power09856.png,power
1195,669,140,106,1381,1027,102,69,power0405.png,power
686,154,210,190,0,0,0,0,power6016.png,power
836,529,159,116,0,0,0,0,power5330.png,power
486,640,112,116,0,0,0,0,power2109.png,power
691,311,154,146,1051,386,143,116,power07781.png,power
786,487,110,122,913,611,336,158,power07533.png,power
402,187,176,155,710,344,169,353,power07731.png,power
720,450,132,189,0,0,0,0,power7269.png,power
698,450,138,176,0,0,0,0,power7263.png,power
512,453,138,114,645,551,332,139,power07596.png,power
970,560,146,129,1231,630,131,124,power09191.png,power
632,822,232,154,0,0,0,0,power5257.png,power
1488,606,166,148,0,0,0,0,power4327.png,power
688,595,231,184,0,0,0,0,power6946.png,power
342,761,172,127,0,0,0,0,power2082.png,power
1365,302,187,166,1599,412,80,133,power08474.png,power
603,450,201,97,923,577,234,290,power07617.png,power
974,679,159,125,0,0,0,0,power5216.png,power
355,215,164,140,892,132,106,84,power5606.png,power
1399,351,178,144,0,0,0,0,power4151.png,power
1510,434,166,175,0,0,0,0,power4002.png,power
887,755,232,132,0,0,0,0,power09680.png,power
643,104,305,257,0,0,0,0,power6053.png,power
887,599,219,160,0,0,0,0,power09309.png,power
817,378,193,164,1018,496,440,187,power07974.png,power
1333,393,69,126,1448,501,222,267,power08913.png,power
550,460,140,112,943,602,66,62,power5677.png,power
593,147,184,189,936,304,185,373,power08097.png,power
1030,797,130,141,0,0,0,0,power4828.png,power
716,534,140,117,961,573,87,84,power09646.png,power
798,367,104,209,1030,502,276,322,power07856.png,power
932,609,222,150,0,0,0,0,power09302.png,power
763,461,163,228,1071,634,318,377,power08112.png,power
719,460,188,148,954,599,359,228,power07459.png,power
539,172,153,133,0,0,0,0,power5427.png,power
1292,440,139,189,1493,571,350,237,power08773.png,power
1034,612,142,96,1198,692,380,143,power08449.png,power
627,582,228,226,1071,717,116,162,power1841.png,power
1235,590,149,130,0,0,0,0,power3524.png,power
815,613,115,155,0,0,0,0,power09841.png,power
