hand_min_x,hand_min_y,hand_width,hand_height,handedness,picture_name,grasp
965,857,156,200,left,frame_10517.jpg,none
891,672,302,241,left,frame_548.jpg,none
726,408,177,390,left,frame_8845.jpg,none
980,663,221,174,left,frame_529.jpg,none
1182,385,248,217,left,frame_4950.jpg,none
971,859,153,201,left,frame_10514.jpg,none
1498,898,116,182,left,frame_10573.jpg,none
1037,35,161,325,left,frame_8775.jpg,none
629,478,119,171,left,frame_6972.jpg,none
97,621,389,459,left,frame_9696.jpg,none
1028,25,163,322,left,frame_8776.jpg,none
865,466,284,302,left,frame_6855.jpg,none
596,894,144,133,left,frame_3489.jpg,none
1107,569,241,318,left,frame_11119.jpg,none
1019,914,175,166,left,frame_10537.jpg,none
276,338,355,341,left,frame_10799.jpg,none
971,743,150,182,left,frame_5898.jpg,none
1031,661,170,219,left,frame_8562.jpg,none
270,343,351,355,left,frame_10798.jpg,none
870,614,235,161,left,frame_9929.jpg,none
591,532,315,297,left,frame_6064.jpg,none
729,52,388,348,left,frame_6755.jpg,none
913,543,204,163,left,frame_9914.jpg,none
1512,832,273,234,left,frame_11545.jpg,none
422,477,223,269,left,frame_8425.jpg,none
897,639,138,210,left,frame_1052.jpg,none
635,645,85,186,left,frame_3513.jpg,none
963,453,201,154,left,frame_10701.jpg,none
362,369,413,480,left,frame_11509.jpg,none
424,478,209,258,left,frame_8416.jpg,none
896,91,184,304,left,frame_8835.jpg,none
783,661,185,215,left,frame_695.jpg,none
890,794,193,267,left,frame_8546.jpg,none
380,408,403,449,left,frame_11508.jpg,none
1038,149,186,368,left,frame_8769.jpg,none
979,723,143,182,left,frame_5899.jpg,none
550,662,320,366,left,frame_6072.jpg,none
351,317,402,297,left,frame_11539.jpg,none
281,349,342,330,left,frame_10800.jpg,none
816,610,163,149,left,frame_753.jpg,none
921,530,159,180,left,frame_9919.jpg,none
805,607,310,370,left,frame_11125.jpg,none
576,249,263,296,left,frame_8460.jpg,none
1170,414,200,204,left,frame_4945.jpg,none
576,469,433,437,left,frame_1478.jpg,none
595,556,328,408,left,frame_11128.jpg,none
831,580,137,144,left,frame_4198.jpg,none
535,323,248,371,left,frame_1092.jpg,none
578,786,297,294,left,frame_6080.jpg,none
1182,381,263,174,left,frame_4952.jpg,none
514,305,259,318,left,frame_8449.jpg,none
1002,701,155,223,left,frame_8554.jpg,none
1531,845,257,221,left,frame_11552.jpg,none
724,715,160,210,left,frame_683.jpg,none
573,755,306,325,left,frame_6078.jpg,none
993,712,154,231,left,frame_8553.jpg,none
706,458,169,380,left,frame_8846.jpg,none
632,480,120,173,left,frame_6971.jpg,none
967,854,153,203,left,frame_10516.jpg,none
529,827,169,177,left,frame_6944.jpg,none
813,553,164,154,left,frame_757.jpg,none
1077,675,250,192,left,frame_11291.jpg,none
833,569,142,154,left,frame_4207.jpg,none
624,493,124,190,left,frame_6966.jpg,none
989,595,309,345,left,frame_11283.jpg,none
916,540,180,165,left,frame_9917.jpg,none
813,472,257,254,left,frame_6851.jpg,none
1035,890,176,168,left,frame_4157.jpg,none
974,614,293,358,left,frame_11122.jpg,none
707,860,196,220,left,frame_189.jpg,none
769,457,322,325,left,frame_1731.jpg,none
628,479,122,193,left,frame_6968.jpg,none
580,605,422,375,left,frame_1477.jpg,none
619,662,105,164,left,frame_3512.jpg,none
676,395,290,277,left,frame_1485.jpg,none
827,579,140,142,left,frame_4197.jpg,none
251,347,347,379,left,frame_10795.jpg,none
447,287,276,404,left,frame_1094.jpg,none
659,779,177,220,left,frame_677.jpg,none
541,273,254,291,left,frame_8455.jpg,none
1024,675,224,312,left,frame_11496.jpg,none
409,457,393,442,left,frame_11507.jpg,none
353,623,189,219,left,frame_9229.jpg,none
902,486,303,324,left,frame_6857.jpg,none
766,760,138,138,left,frame_6286.jpg,none
969,652,261,342,left,frame_10774.jpg,none
1355,809,163,240,left,frame_6050.jpg,none
330,566,369,459,left,frame_10786.jpg,none
1055,622,236,272,left,frame_11289.jpg,none
874,747,188,243,left,frame_8571.jpg,none
460,432,237,292,left,frame_8437.jpg,none
717,722,159,166,left,frame_4176.jpg,none
101,190,437,540,left,frame_1101.jpg,none
1506,902,108,178,left,frame_10571.jpg,none
972,661,219,181,left,frame_528.jpg,none
418,477,216,261,left,frame_8420.jpg,none
539,791,171,160,left,frame_6946.jpg,none
1044,68,177,325,left,frame_8773.jpg,none
848,720,144,206,left,frame_1048.jpg,none
594,811,162,204,left,frame_911.jpg,none
953,446,209,168,left,frame_10702.jpg,none
992,684,181,225,left,frame_8566.jpg,none
284,748,173,325,left,frame_3572.jpg,none
988,582,233,183,left,frame_10711.jpg,none
785,664,180,216,left,frame_699.jpg,none
918,58,201,296,left,frame_8833.jpg,none
1530,843,259,230,left,frame_11553.jpg,none
348,313,389,302,left,frame_11540.jpg,none
259,364,349,351,left,frame_10797.jpg,none
958,565,255,181,left,frame_10710.jpg,none
774,887,160,178,left,frame_1040.jpg,none
812,563,158,155,left,frame_756.jpg,none
670,394,301,275,left,frame_1484.jpg,none
217,656,220,293,left,frame_9236.jpg,none
832,573,137,151,left,frame_4203.jpg,none
801,738,139,131,left,frame_6289.jpg,none
631,656,93,177,left,frame_3514.jpg,none
960,473,225,199,left,frame_10707.jpg,none
566,735,311,345,left,frame_6077.jpg,none
614,812,134,147,left,frame_3494.jpg,none
1380,622,181,203,left,frame_6060.jpg,none
763,387,245,209,left,frame_6055.jpg,none
937,52,197,283,left,frame_8832.jpg,none
720,696,174,235,left,frame_3664.jpg,none
606,858,139,140,left,frame_3491.jpg,none
684,771,200,295,left,frame_8577.jpg,none
634,502,89,194,left,frame_6964.jpg,none
428,476,221,265,left,frame_8426.jpg,none
901,679,288,365,left,frame_10776.jpg,none
885,106,180,317,left,frame_8836.jpg,none
1382,639,174,194,left,frame_6059.jpg,none
601,847,175,233,left,frame_673.jpg,none
650,397,326,290,left,frame_1483.jpg,none
518,659,361,391,left,frame_10783.jpg,none
1537,856,270,224,left,frame_11557.jpg,none
817,583,140,132,left,frame_4193.jpg,none
980,789,140,233,left,frame_4086.jpg,none
356,322,336,315,left,frame_11543.jpg,none
1186,395,218,222,left,frame_4948.jpg,none
1028,667,163,210,left,frame_8560.jpg,none
558,265,255,291,left,frame_8458.jpg,none
626,680,101,150,left,frame_3509.jpg,none
953,790,158,170,left,frame_5896.jpg,none
775,771,203,268,left,frame_8574.jpg,none
187,684,239,309,left,frame_9238.jpg,none
1039,886,174,168,left,frame_4156.jpg,none
1159,416,198,197,left,frame_4944.jpg,none
854,462,273,290,left,frame_6854.jpg,none
1040,585,225,325,left,frame_11287.jpg,none
584,727,180,162,left,frame_6950.jpg,none
834,564,145,148,left,frame_4211.jpg,none
827,665,213,166,left,frame_750.jpg,none
572,798,298,275,left,frame_6081.jpg,none
930,727,186,230,left,frame_8569.jpg,none
838,566,143,140,left,frame_4213.jpg,none
1010,573,273,358,left,frame_11284.jpg,none
624,571,130,183,left,frame_6960.jpg,none
852,704,275,188,left,frame_748.jpg,none
823,711,137,125,left,frame_6293.jpg,none
809,730,140,126,left,frame_6290.jpg,none
323,631,188,231,left,frame_9231.jpg,none
922,904,174,150,left,frame_5892.jpg,none
997,546,311,221,left,frame_541.jpg,none
832,822,146,208,left,frame_4618.jpg,none
513,317,254,318,left,frame_8448.jpg,none
853,740,116,173,left,frame_4625.jpg,none
1155,598,253,175,right,frame_11089.jpg,power
1231,774,238,252,right,frame_11369.jpg,power
1163,683,249,251,right,frame_9937.jpg,power
1471,394,212,203,right,frame_7089.jpg,power
1095,677,255,185,right,frame_11424.jpg,power
1255,773,226,260,right,frame_11346.jpg,power
1404,424,206,184,right,frame_7093.jpg,power
1218,694,219,295,right,frame_10724.jpg,power
1170,602,217,223,right,frame_10136.jpg,power
1121,599,291,195,right,frame_10056.jpg,power
1214,792,144,268,right,frame_10294.jpg,power
1287,774,228,273,right,frame_11320.jpg,power
1286,807,307,226,right,frame_9826.jpg,power
1159,833,264,234,right,frame_9804.jpg,power
1253,764,270,286,right,frame_9879.jpg,power
1195,712,183,199,right,frame_10267.jpg,power
1567,366,305,338,right,frame_7081.jpg,power
1147,628,269,218,right,frame_10107.jpg,power
1069,608,249,191,right,frame_11431.jpg,power
1221,880,95,200,right,frame_10513.jpg,power
1096,668,246,170,right,frame_11436.jpg,power
1216,780,267,244,right,frame_11035.jpg,power
1274,775,234,264,right,frame_11326.jpg,power
1145,627,305,198,right,frame_10085.jpg,power
1187,704,203,204,right,frame_10260.jpg,power
1305,754,218,326,right,frame_10646.jpg,power
1108,569,245,206,right,frame_10043.jpg,power
1292,810,128,270,right,frame_10684.jpg,power
1212,782,240,233,right,frame_11394.jpg,power
1636,663,252,336,right,frame_2824.jpg,power
1128,465,148,188,right,frame_2799.jpg,power
1235,700,170,273,right,frame_10715.jpg,power
1155,603,255,237,right,frame_10121.jpg,power
1198,862,114,185,right,frame_10518.jpg,power
1232,833,123,160,right,frame_10545.jpg,power
1150,601,250,234,right,frame_10126.jpg,power
1116,576,251,163,right,frame_11076.jpg,power
1103,719,263,159,right,frame_11454.jpg,power
1275,775,280,258,right,frame_9851.jpg,power
1220,689,216,297,right,frame_10727.jpg,power
1133,603,277,208,right,frame_10058.jpg,power
1206,779,126,200,right,frame_10540.jpg,power
1169,602,217,221,right,frame_10137.jpg,power
1207,467,174,234,right,frame_2807.jpg,power
1293,543,169,223,right,frame_2811.jpg,power
1332,804,214,275,right,frame_11305.jpg,power
1076,649,258,162,right,frame_11441.jpg,power
1243,752,273,289,right,frame_9894.jpg,power
1182,779,252,242,right,frame_11415.jpg,power
1146,664,245,214,right,frame_9942.jpg,power
1258,748,275,286,right,frame_9886.jpg,power
1136,596,232,219,right,frame_10141.jpg,power
1185,808,123,168,right,frame_10533.jpg,power
1117,593,277,162,right,frame_11079.jpg,power
1197,813,127,254,right,frame_10301.jpg,power
1260,777,235,259,right,frame_11342.jpg,power
1236,781,227,254,right,frame_11361.jpg,power
1293,735,230,345,right,frame_10641.jpg,power
1260,749,276,281,right,frame_9885.jpg,power
1383,647,305,359,right,frame_419.jpg,power
1215,743,265,224,right,frame_11051.jpg,power
1209,824,305,223,right,frame_9813.jpg,power
1103,667,243,161,right,frame_11439.jpg,power
1247,812,306,219,right,frame_9818.jpg,power
1239,755,275,282,right,frame_9895.jpg,power
1140,454,146,196,right,frame_2801.jpg,power
1378,320,271,237,right,frame_1560.jpg,power
1442,319,325,320,right,frame_1545.jpg,power
1195,807,101,172,right,frame_10527.jpg,power
1237,737,279,278,right,frame_9927.jpg,power
1265,785,295,257,right,frame_9844.jpg,power
1381,737,238,288,right,frame_415.jpg,power
1299,798,308,239,right,frame_9830.jpg,power
1215,785,235,230,right,frame_11391.jpg,power
1374,666,256,244,right,frame_433.jpg,power
1160,826,260,246,right,frame_9802.jpg,power
1226,773,155,263,right,frame_10287.jpg,power
1312,763,211,317,right,frame_10647.jpg,power
1144,628,311,192,right,frame_10081.jpg,power
1128,574,255,196,right,frame_10051.jpg,power
1284,764,230,264,right,frame_11332.jpg,power
1240,756,275,269,right,frame_9903.jpg,power
1301,772,233,283,right,frame_11313.jpg,power
1212,779,242,239,right,frame_11396.jpg,power
1246,758,291,277,right,frame_9922.jpg,power
1231,774,226,249,right,frame_11357.jpg,power
1195,687,248,279,right,frame_9934.jpg,power
1247,747,268,279,right,frame_9892.jpg,power
1068,599,285,184,right,frame_10034.jpg,power
1117,568,240,201,right,frame_10047.jpg,power
1136,585,263,162,right,frame_11083.jpg,power
1194,787,258,239,right,frame_11403.jpg,power
1477,388,238,210,right,frame_7088.jpg,power
1179,804,111,58,right,frame_496.jpg,power
1192,803,116,169,right,frame_10530.jpg,power
1396,318,294,271,right,frame_1549.jpg,power
1293,815,134,265,right,frame_10683.jpg,power
1147,608,244,226,right,frame_10131.jpg,power
1257,759,274,277,right,frame_9872.jpg,power
1205,785,247,231,right,frame_11395.jpg,power
1112,591,269,160,right,frame_11078.jpg,power
1141,680,258,224,right,frame_9940.jpg,power
1206,783,255,236,right,frame_11398.jpg,power
1115,599,283,180,right,frame_10054.jpg,power
1143,627,307,201,right,frame_10084.jpg,power
1080,664,247,170,right,frame_11434.jpg,power
1242,748,288,282,right,frame_9925.jpg,power
1163,595,262,206,right,frame_10062.jpg,power
1242,752,275,282,right,frame_9901.jpg,power
1238,754,273,272,right,frame_9902.jpg,power
1147,555,243,191,right,frame_11086.jpg,power
1236,752,276,276,right,frame_9898.jpg,power
1139,674,254,217,right,frame_9941.jpg,power
1279,761,230,271,right,frame_11335.jpg,power
1279,780,283,252,right,frame_9849.jpg,power
1194,689,192,216,right,frame_10256.jpg,power
1190,667,259,178,right,frame_11062.jpg,power
1113,451,151,194,right,frame_2797.jpg,power
1278,768,276,258,right,frame_9852.jpg,power
1125,648,310,196,right,frame_10092.jpg,power
1238,774,237,253,right,frame_11364.jpg,power
1215,797,134,266,right,frame_10295.jpg,power
1445,539,199,321,right,frame_2817.jpg,power
1162,744,158,195,right,frame_7789.jpg,power
1228,777,234,239,right,frame_11383.jpg,power
1162,736,165,213,right,frame_7790.jpg,power
1223,713,262,282,right,frame_9930.jpg,power
1120,640,185,232,right,frame_8611.jpg,power
1229,731,158,223,right,frame_10278.jpg,power
1084,629,246,176,right,frame_11427.jpg,power
1151,625,264,217,right,frame_10109.jpg,power
1276,788,284,252,right,frame_9843.jpg,power
1188,683,280,192,right,frame_11059.jpg,power
1155,604,254,236,right,frame_10122.jpg,power
1273,771,236,266,right,frame_11328.jpg,power
1223,692,215,297,right,frame_10726.jpg,power
1159,595,262,206,right,frame_10061.jpg,power
1264,757,273,287,right,frame_9869.jpg,power
1171,606,268,210,right,frame_10067.jpg,power
1141,824,210,232,right,frame_8601.jpg,power
1552,625,240,322,right,frame_2821.jpg,power
1186,714,197,193,right,frame_10265.jpg,power
1289,768,158,277,right,frame_10709.jpg,power
1214,799,132,264,right,frame_10296.jpg,power
1157,603,256,239,right,frame_10120.jpg,power
1186,780,251,247,right,frame_11414.jpg,power
1253,765,273,281,right,frame_9878.jpg,power
1150,635,301,189,right,frame_10074.jpg,power
1138,634,281,210,right,frame_10104.jpg,power
1217,779,245,235,right,frame_11386.jpg,power
1183,831,307,213,right,frame_9810.jpg,power
1308,783,225,284,right,frame_11310.jpg,power
1188,799,250,236,right,frame_11410.jpg,power
1379,657,308,387,right,frame_418.jpg,power
1169,832,286,229,right,frame_9807.jpg,power
1151,600,260,240,right,frame_10125.jpg,power
1183,826,268,231,right,frame_9795.jpg,power
1146,576,245,162,right,frame_11084.jpg,power
1311,740,219,340,right,frame_10640.jpg,power
1250,744,280,285,right,frame_9888.jpg,power
1186,805,127,171,right,frame_10534.jpg,power
1227,787,235,241,right,frame_11378.jpg,power
1389,314,285,269,right,frame_1550.jpg,power
1128,759,208,253,right,frame_8604.jpg,power
1212,776,267,236,right,frame_11038.jpg,power
1120,581,267,182,right,frame_10052.jpg,power
1276,778,238,270,right,frame_11324.jpg,power
1188,798,251,237,right,frame_11407.jpg,power
1319,554,172,225,right,frame_2812.jpg,power
1234,691,173,293,right,frame_10716.jpg,power
1130,638,289,208,right,frame_10100.jpg,power
1258,775,276,275,right,frame_9915.jpg,power
1222,729,169,227,right,frame_10277.jpg,power
1276,804,309,231,right,frame_9824.jpg,power
1156,616,249,174,right,frame_11066.jpg,power
1295,798,299,231,right,frame_9831.jpg,power
1165,780,265,228,right,frame_11416.jpg,power
1283,785,295,244,right,frame_9838.jpg,power
1354,686,254,229,right,frame_435.jpg,power
1220,721,169,228,right,frame_10276.jpg,power
1155,599,257,240,right,frame_10124.jpg,power
1132,586,253,171,right,frame_11068.jpg,power
1211,712,259,215,right,frame_11054.jpg,power
1140,631,306,198,right,frame_10087.jpg,power
1164,824,252,243,right,frame_9801.jpg,power
1580,641,246,329,right,frame_2822.jpg,power
1188,811,114,160,right,frame_10532.jpg,power
1235,755,276,275,right,frame_9897.jpg,power
1207,780,247,240,right,frame_11399.jpg,power
1069,616,304,177,right,frame_10030.jpg,power
1189,784,252,245,right,frame_11413.jpg,power
1207,803,132,262,right,frame_10298.jpg,power
1082,580,257,198,right,frame_10038.jpg,power
1215,854,161,226,right,frame_10347.jpg,power
1150,684,137,225,right,frame_2733.jpg,power
1146,637,313,188,right,frame_10077.jpg,power
1283,769,225,259,right,frame_11330.jpg,power
1252,760,272,278,right,frame_9866.jpg,power
1376,314,272,243,right,frame_1559.jpg,power
1126,564,238,208,right,frame_10048.jpg,power
1214,820,313,221,right,frame_9814.jpg,power
1215,781,241,232,right,frame_11390.jpg,power
1248,743,280,287,right,frame_9889.jpg,power
1225,785,237,243,right,frame_11379.jpg,power
1154,622,261,224,right,frame_10110.jpg,power
1226,780,234,243,right,frame_11371.jpg,power
1067,626,249,182,right,frame_11432.jpg,power
1235,772,227,248,right,frame_11367.jpg,power
1243,506,159,229,right,frame_2809.jpg,power
1181,827,140,253,right,frame_10306.jpg,power
1085,673,258,167,right,frame_11451.jpg,power
1492,377,246,232,right,frame_7087.jpg,power
1176,707,210,199,right,frame_10261.jpg,power
1576,396,315,358,right,frame_7080.jpg,power
1292,744,227,336,right,frame_10644.jpg,power
1218,778,247,236,right,frame_11385.jpg,power
1189,691,198,216,right,frame_10255.jpg,power
1333,781,195,299,right,frame_10650.jpg,power
1186,795,133,176,right,frame_10536.jpg,power
1165,622,257,221,right,frame_10113.jpg,power
1166,597,257,207,right,frame_10063.jpg,power
1164,832,277,225,right,frame_9806.jpg,power
1185,619,247,173,right,frame_11091.jpg,power
1512,345,291,298,right,frame_7084.jpg,power
1158,620,258,225,right,frame_10111.jpg,power
1398,526,186,303,right,frame_2815.jpg,power
1188,822,130,244,right,frame_10303.jpg,power
1121,712,198,248,right,frame_8607.jpg,power
1163,616,258,229,right,frame_10115.jpg,power
1189,677,276,185,right,frame_11060.jpg,power
1225,770,158,257,right,frame_10286.jpg,power
1270,785,292,251,right,frame_9845.jpg,power
1184,719,200,187,right,frame_10263.jpg,power
1193,794,253,238,right,frame_11405.jpg,power
1339,440,174,167,right,frame_7099.jpg,power
1213,736,269,224,right,frame_11052.jpg,power
1191,840,100,174,right,frame_10522.jpg,power
1387,667,276,281,right,frame_421.jpg,power
1139,633,279,210,right,frame_10101.jpg,power
1172,606,254,179,right,frame_11090.jpg,power
1239,763,284,277,right,frame_9905.jpg,power
1203,676,260,184,right,frame_11061.jpg,power
1195,810,104,163,right,frame_10526.jpg,power
1211,712,173,211,right,frame_10271.jpg,power
1254,770,286,278,right,frame_9918.jpg,power
1230,779,230,246,right,frame_11360.jpg,power
1224,739,163,225,right,frame_10279.jpg,power
1162,620,258,224,right,frame_10112.jpg,power
1256,774,281,272,right,frame_9916.jpg,power
1178,827,145,253,right,frame_10307.jpg,power
1146,604,253,234,right,frame_10128.jpg,power
1142,734,152,199,right,frame_2738.jpg,power
1179,821,246,235,right,frame_9797.jpg,power
1130,755,155,207,right,frame_2739.jpg,power
1145,732,237,193,right,frame_11421.jpg,power
1222,742,163,226,right,frame_10280.jpg,power
1189,692,199,215,right,frame_10258.jpg,power
1279,795,313,236,right,frame_9834.jpg,power
1237,769,221,252,right,frame_11355.jpg,power
1308,776,228,288,right,frame_11311.jpg,power
1226,781,154,262,right,frame_10289.jpg,power
1272,778,238,267,right,frame_11325.jpg,power
877,584,228,164,right,frame_9928.jpg,power
1197,694,241,282,right,frame_10729.jpg,power
1074,609,247,178,right,frame_11429.jpg,power
1155,708,143,194,right,frame_2734.jpg,power
1225,759,159,249,right,frame_10284.jpg,power
1192,848,105,186,right,frame_10520.jpg,power
1150,565,238,179,right,frame_11085.jpg,power
1285,773,232,279,right,frame_11317.jpg,power
1253,629,173,210,right,frame_231.jpg,power
1156,716,141,188,right,frame_2735.jpg,power
1279,640,177,217,right,frame_232.jpg,power
1386,629,281,307,right,frame_423.jpg,power
1138,713,236,195,right,frame_11422.jpg,power
1292,771,228,277,right,frame_11314.jpg,power
1150,598,270,205,right,frame_10060.jpg,power
1254,771,276,278,right,frame_9911.jpg,power
1224,778,238,245,right,frame_11373.jpg,power
1228,814,316,225,right,frame_9816.jpg,power
1252,769,276,280,right,frame_9910.jpg,power
1200,795,124,177,right,frame_10538.jpg,power
1149,636,305,184,right,frame_10078.jpg,power
1287,738,233,342,right,frame_10642.jpg,power
1457,778,215,260,right,frame_239.jpg,power
1192,820,129,245,right,frame_10302.jpg,power
1250,760,223,260,right,frame_11352.jpg,power
1133,648,305,195,right,frame_10091.jpg,power
1246,766,277,281,right,frame_9906.jpg,power
1212,781,253,239,right,frame_11388.jpg,power
1362,650,276,258,right,frame_431.jpg,power
1258,772,281,280,right,frame_9913.jpg,power
1298,769,224,285,right,frame_11315.jpg,power
1273,767,220,258,right,frame_11339.jpg,power
1261,757,274,286,right,frame_9873.jpg,power
1253,764,287,272,right,frame_9857.jpg,power
1384,709,192,225,right,frame_236.jpg,power
1070,609,299,174,right,frame_10031.jpg,power
1256,776,230,260,right,frame_11343.jpg,power
1136,634,283,213,right,frame_10103.jpg,power
1192,860,113,177,right,frame_10519.jpg,power
1208,699,254,281,right,frame_9932.jpg,power
1213,691,212,292,right,frame_10721.jpg,power
1196,688,189,218,right,frame_10257.jpg,power
1189,829,130,248,right,frame_10305.jpg,power
1490,367,265,254,right,frame_7086.jpg,power
1151,471,145,195,right,frame_2803.jpg,power
1189,804,129,169,right,frame_10535.jpg,power
1396,851,246,221,right,frame_11288.jpg,power
1067,604,256,186,right,frame_11430.jpg,power
1091,565,253,211,right,frame_10040.jpg,power
1213,781,249,237,right,frame_11387.jpg,power
1215,693,216,294,right,frame_10722.jpg,power
1154,601,253,237,right,frame_10123.jpg,power
1146,684,260,241,right,frame_9938.jpg,power
1191,805,115,166,right,frame_10531.jpg,power
1412,880,251,200,right,frame_11285.jpg,power
1112,589,260,156,right,frame_11077.jpg,power
1239,772,222,247,right,frame_11366.jpg,power
1272,788,300,245,right,frame_9840.jpg,power
1224,695,214,292,right,frame_10725.jpg,power
1150,635,303,187,right,frame_10079.jpg,power
1417,551,196,290,right,frame_2816.jpg,power
1174,609,269,211,right,frame_10068.jpg,power
1148,627,269,217,right,frame_10108.jpg,power
1258,768,217,258,right,frame_11347.jpg,power
1192,814,104,164,right,frame_10525.jpg,power
1197,810,130,253,right,frame_10300.jpg,power
1229,784,146,264,right,frame_10290.jpg,power
1160,757,251,208,right,frame_11419.jpg,power
1119,684,197,232,right,frame_8609.jpg,power
1267,776,231,259,right,frame_11340.jpg,power
1210,784,249,231,right,frame_11389.jpg,power
1312,787,219,281,right,frame_11309.jpg,power
1386,626,278,300,right,frame_424.jpg,power
1339,705,252,212,right,frame_438.jpg,power
1375,622,287,282,right,frame_426.jpg,power
1261,758,275,285,right,frame_9868.jpg,power
1136,595,255,176,right,frame_11067.jpg,power
1117,664,195,226,right,frame_8610.jpg,power
1141,629,309,195,right,frame_10086.jpg,power
1165,775,256,217,right,frame_11417.jpg,power
1152,745,238,197,right,frame_11420.jpg,power
1258,762,216,258,right,frame_11351.jpg,power
1219,691,214,295,right,frame_10723.jpg,power
1077,579,265,202,right,frame_10037.jpg,power
1201,807,134,261,right,frame_10299.jpg,power
1283,825,128,255,right,frame_10686.jpg,power
1263,756,273,285,right,frame_9870.jpg,power
1204,710,181,206,right,frame_10269.jpg,power
1222,834,129,160,right,frame_10544.jpg,power
1225,784,241,242,right,frame_11380.jpg,power
1169,601,260,207,right,frame_10065.jpg,power
1378,317,277,261,right,frame_1553.jpg,power
1130,773,206,251,right,frame_8603.jpg,power
1374,632,292,277,right,frame_427.jpg,power
1073,647,249,174,right,frame_11433.jpg,power
1246,766,273,272,right,frame_9862.jpg,power
1192,689,248,286,right,frame_10730.jpg,power
1171,686,251,256,right,frame_9936.jpg,power
1222,687,195,286,right,frame_10718.jpg,power
1217,777,264,243,right,frame_11036.jpg,power
1188,716,191,190,right,frame_10264.jpg,power
1237,754,280,287,right,frame_9896.jpg,power
1259,761,218,259,right,frame_11350.jpg,power
1155,635,296,191,right,frame_10073.jpg,power
1119,736,265,159,right,frame_11456.jpg,power
1086,575,257,203,right,frame_10039.jpg,power
1212,749,267,225,right,frame_11050.jpg,power
1224,884,100,196,right,frame_10512.jpg,power
1214,715,172,212,right,frame_10273.jpg,power
1188,794,250,236,right,frame_11412.jpg,power
1218,816,315,223,right,frame_9815.jpg,power
1269,765,235,262,right,frame_11336.jpg,power
1111,566,243,207,right,frame_10044.jpg,power
1272,782,285,251,right,frame_9848.jpg,power
1142,627,308,195,right,frame_10083.jpg,power
1128,732,205,264,right,frame_8605.jpg,power
1247,771,277,275,right,frame_9908.jpg,power
1202,782,247,239,right,frame_11401.jpg,power
1288,797,305,236,right,frame_9832.jpg,power
1087,666,247,173,right,frame_11435.jpg,power
1084,661,252,168,right,frame_11450.jpg,power
1160,613,258,233,right,frame_10117.jpg,power
1168,614,274,201,right,frame_10069.jpg,power
1209,730,263,218,right,frame_11053.jpg,power
1332,669,183,219,right,frame_234.jpg,power
1325,801,213,279,right,frame_11306.jpg,power
1549,370,303,308,right,frame_7082.jpg,power
1213,879,101,201,right,frame_10515.jpg,power
1190,816,131,259,right,frame_10304.jpg,power
1255,759,222,262,right,frame_11349.jpg,power
1375,680,296,358,right,frame_417.jpg,power
1410,871,257,209,right,frame_11286.jpg,power
1249,742,274,289,right,frame_9890.jpg,power
1190,712,189,197,right,frame_10266.jpg,power
1210,694,223,282,right,frame_10728.jpg,power
1375,563,175,252,right,frame_2814.jpg,power
1255,747,280,292,right,frame_9887.jpg,power
1193,804,107,172,right,frame_10529.jpg,power
1191,789,259,239,right,frame_11404.jpg,power
1277,789,285,247,right,frame_9842.jpg,power
1257,760,273,281,right,frame_9867.jpg,power
1200,642,257,166,right,frame_11092.jpg,power
1295,800,309,234,right,frame_9827.jpg,power
1101,670,247,166,right,frame_11438.jpg,power
1250,770,275,275,right,frame_9909.jpg,power
1235,812,309,222,right,frame_9817.jpg,power
1215,714,169,210,right,frame_10272.jpg,power
1270,777,244,272,right,frame_11323.jpg,power
1416,304,308,307,right,frame_1547.jpg,power
1226,887,97,193,right,frame_10511.jpg,power
1406,730,204,233,right,frame_237.jpg,power
1180,821,256,238,right,frame_9796.jpg,power
1157,608,256,234,right,frame_10119.jpg,power
1113,564,241,208,right,frame_10045.jpg,power
1067,607,298,172,right,frame_10032.jpg,power
1227,778,152,262,right,frame_10288.jpg,power
1259,759,272,280,right,frame_9871.jpg,power
1252,765,292,282,right,frame_9920.jpg,power
1283,822,139,258,right,frame_10685.jpg,power
1144,607,248,228,right,frame_10132.jpg,power
1217,719,165,214,right,frame_10274.jpg,power
1166,619,255,224,right,frame_10114.jpg,power
1185,641,240,179,right,frame_11064.jpg,power
1160,630,287,191,right,frame_10072.jpg,power
1333,834,218,246,right,frame_10899.jpg,power
1236,775,226,248,right,frame_11368.jpg,power
1386,628,292,331,right,frame_422.jpg,power
1126,650,301,196,right,frame_10094.jpg,power
1392,836,230,240,right,frame_11290.jpg,power
1173,825,249,238,right,frame_9798.jpg,power
1251,764,277,284,right,frame_9876.jpg,power
1232,778,235,250,right,frame_11358.jpg,power
1220,784,236,241,right,frame_11374.jpg,power
1144,460,148,199,right,frame_2802.jpg,power
1490,364,347,316,right,frame_1542.jpg,power
1292,772,229,280,right,frame_11316.jpg,power
1221,785,238,241,right,frame_11377.jpg,power
1208,800,128,266,right,frame_10297.jpg,power
1247,754,282,276,right,frame_9924.jpg,power
1184,824,147,256,right,frame_10308.jpg,power
1245,762,273,277,right,frame_9861.jpg,power
1220,778,242,235,right,frame_11384.jpg,power
1239,743,284,278,right,frame_9926.jpg,power
1120,694,246,195,right,frame_11423.jpg,power
1258,757,275,278,right,frame_9883.jpg,power
1144,627,308,196,right,frame_10082.jpg,power
