Time,left_none,left_precision,left_power,separator,right_none,right_precision,right_power
1044.3 sec,0,0,0,0,0,0,0
1044.3 sec,0,0,0,0,0,0,0
1044.4 sec,0,0,0,0,0,0,0
1044.4 sec,0,0,0,0,0,0,0
1044.4 sec,0,0,0,0,0,0,0
1044.4 sec,0,0,0,0,0,0,0
1044.4 sec,0,0,0,0,0,0,0
1044.5 sec,0,0,0,0,0,0,0
1044.5 sec,0,0,0,0,0,0,0
1044.5 sec,0,0,0,0,0,0,0
1044.5 sec,0,0,0,0,0,0,0
1044.5 sec,0,0,0,0,0,0,0
1044.6 sec,0,0,0,0,0,0,0
1044.6 sec,0,0,0,0,0,0,0
1044.6 sec,0,0,0,0,0,0,0
1044.6 sec,0,0,0,0,0,0,0
1044.6 sec,0,0,0,0,0,0,0
1044.7 sec,0,0,0,0,0,0,0
1044.7 sec,0,0,0,0,0,0,0
1044.7 sec,0,0,0,0,0,0,0
1044.7 sec,0,0,0,0,0,0,0
1044.7 sec,0,0,0,0,0,0,0
1044.8 sec,0,0,0,0,0,0,0
1044.8 sec,0,0,0,0,0,0,0
1044.8 sec,0,0,0,0,0,0,0
1044.8 sec,0,0,0,0,0,0,0
1044.8 sec,0,0,0,0,0,0,0
1044.9 sec,0,0,0,0,0,0,0
1044.9 sec,0,0,0,0,0,0,0
1044.9 sec,0,0,0,0,0,0,0
1044.9 sec,0,0,0,0,0,0,0
1044.9 sec,0,0,0,0,0,0,0
1045 sec,0,0,0,0,0,0,0
1045 sec,0,0,0,0,0,0,0
1045 sec,0,0,0,0,0,0,0
1045 sec,0,0,0,0,0,0,0
1045 sec,0,0,0,0,0,0,0
1045.1 sec,0,0,0,0,0,0,0
1045.1 sec,0,0,0,0,0,0,0
1045.1 sec,0,0,0,0,0,0,0
1045.1 sec,0,0,0,0,0,0,0
1045.1 sec,0,0,0,0,0,0,0
1045.2 sec,0,0,0,0,0,0,0
1045.2 sec,0,0,0,0,0,0,0
1045.2 sec,0,0,0,0,0,0,0
1045.2 sec,0,0,0,0,0,0,0
1045.2 sec,0,0,0,0,0,0,0
1045.3 sec,0,0,0,0,0,0,0
1045.3 sec,0,0,0,0,0,0,0
1045.3 sec,0,0,0,0,0,0,0
1045.3 sec,0,0,0,0,0,0,0
1045.3 sec,0,0,0,0,0,0,0
1045.4 sec,0,0,0,0,0,0,0
1045.4 sec,0,0,0,0,0,0,0
1045.4 sec,0,0,0,0,0,0,0
1045.4 sec,0,0,0,0,0,0,0
1045.4 sec,0,0,0,0,0,0,0
1045.5 sec,0,0,0,0,0,0,0
1045.5 sec,0,0,0,0,0,0,0
1045.5 sec,0,0,0,0,0,0,0
1045.5 sec,0,0,0,0,0,0,0
1045.5 sec,0,0,0,0,0,0,0
1045.6 sec,0,0,0,0,0,0,0
1045.6 sec,0,0,0,0,0,0,0
1045.6 sec,0,0,0,0,0,0,0
1045.6 sec,0,0,0,0,0,0,0
1045.6 sec,0,0,0,0,0,0,0
1045.7 sec,0,0,0,0,0,0,0
1045.7 sec,0,0,0,0,0,0,0
1045.7 sec,0,0,0,0,0,0,0
1045.7 sec,0,0,0,0,0,0,0
1045.7 sec,0,0,0,0,0,0,0
1045.8 sec,0,0,0,0,0,0,0
1045.8 sec,0,0,0,0,0,0,0
1045.8 sec,0,0,0,0,0,0,0
1045.8 sec,0,0,0,0,0,0,0
1045.8 sec,0,0,0,0,0,0,0
1045.9 sec,0,0,0,0,0,0,0
1045.9 sec,0,0,0,0,0,0,0
1045.9 sec,0,0,0,0,0,0,0
1045.9 sec,0,0,0,0,0,0,0
1045.9 sec,0,0,0,0,0,0,0
1046 sec,0,0,0,0,0,0,0
1046 sec,0,0,0,0,0,0,0
1046 sec,0,0,0,0,0,0,0
1046 sec,0,0,0,0,0,0,0
1046 sec,0,0,0,0,0,0,0
1046.1 sec,0,0,0,0,0,0,0
1046.1 sec,0,0,0,0,0,0,0
1046.1 sec,0,0,0,0,0,0,0
1046.1 sec,0,0,0,0,0,0,0
1046.1 sec,0,0,0,0,0,0,0
1046.2 sec,0,0,0,0,0,0,0
1046.2 sec,0,0,0,0,0,0,0
1046.2 sec,0,0,0,0,0,0,0
1046.2 sec,0,0,0,0,0,0,0
1046.2 sec,0,0,0,0,0,0,0
1046.3 sec,0,0,0,0,0,0,0
1046.3 sec,0,0,0,0,0,0,0
1046.3 sec,0,0,0,0,0,0,0
1046.3 sec,0,0,0,0,0,0,0
1046.3 sec,0,0,0,0,0,0,0
1046.4 sec,0,0,0,0,0,0,0
1046.4 sec,0,0,0,0,0,0,0
1046.4 sec,0,0,0,0,0,0,0
1046.4 sec,0,0,0,0,0,0,0
1046.4 sec,0,0,0,0,0,0,0
1046.5 sec,0,0,0,0,0,0,0
1046.5 sec,0,0,0,0,0,0,0
1046.5 sec,0,0,0,0,0,0,0
1046.5 sec,0,0,0,0,0,0,0
1046.5 sec,0,0,0,0,0,0,0
1046.6 sec,0,0,0,0,0,0,0
1046.6 sec,0,0,0,0,0,0,0
1046.6 sec,0,0,0,0,0,0,0
1046.6 sec,0,0,0,0,0,0,0
1046.6 sec,0,0,0,0,0,0,0
1046.7 sec,0,0,0,0,0,0,0
1046.7 sec,0,0,0,0,0,0,0
1046.7 sec,0,0,0,0,0,0,0
1046.7 sec,0,0,0,0,0,0,0
1046.7 sec,0,0,0,0,0,0,0
1046.8 sec,0,0,0,0,0,0,0
1046.8 sec,0,0,0,0,0,0,0
1046.8 sec,0,0,0,0,0,0,0
1046.8 sec,0,0,0,0,0,0,0
1046.8 sec,0,0,0,0,0,0,0
1046.9 sec,0,0,0,0,0,0,0
1046.9 sec,0,0,0,0,0,0,0
1046.9 sec,0,0,0,0,0,0,0
1046.9 sec,0,0,0,0,0,0,0
1046.9 sec,0,0,0,0,0,0,0
1047 sec,0,0,0,0,0,0,0
1047 sec,0,0,0,0,0,0,0
1047 sec,0,0,0,0,0,0,0
1047 sec,0,0,0,0,0,0,0
1047 sec,0,0,0,0,0,0,0
1047.1 sec,0,0,0,0,0,0,0
1047.1 sec,0,0,0,0,0,0,0
1047.1 sec,0,0,0,0,0,0,0
1047.1 sec,0,0,0,0,0,0,0
1047.1 sec,0,0,0,0,0,0,0
1047.2 sec,0,0,0,0,0,0,0
1047.2 sec,0,0,0,0,0,0,0
1047.2 sec,0,0,0,0,0,0,0
1047.2 sec,0,0,0,0,0,0,0
1047.2 sec,0,0,0,0,0,0,0
1047.3 sec,0,0,0,0,0,0,0
1047.3 sec,0,0,0,0,0,0,0
1047.3 sec,0,0,0,0,0,0,0
1047.3 sec,0,0,0,0,0,0,0
1047.3 sec,0,0,0,0,0,0,0
1047.4 sec,0,0,0,0,0,0,0
1047.4 sec,0,0,0,0,0,0,0
1047.4 sec,0,0,0,0,0,0,0
1047.4 sec,0,0,0,0,0,0,0
1047.4 sec,0,0,0,0,0,0,0
1047.5 sec,0,0,0,0,0,0,0
1047.5 sec,0,0,0,0,0,0,0
1047.5 sec,0,0,0,0,0,0,0
1047.5 sec,0,0,0,0,0,0,0
1047.5 sec,0,0,0,0,0,0,0
1047.6 sec,0,0,0,0,0,0,0
1047.6 sec,0,0,0,0,0,0,0
1047.6 sec,0,0,0,0,0,0,0
1047.6 sec,0,0,0,0,0,0,0
1047.6 sec,0,0,0,0,0,0,0
1047.7 sec,0,0,0,0,0,0,0
1047.7 sec,0,0,0,0,0,0,0
1047.7 sec,0,0,0,0,0,0,0
1047.7 sec,0,0,0,0,0,0,0
1047.7 sec,0,0,0,0,0,0,0
1047.8 sec,0,0,0,0,0,0,0
1047.8 sec,0,0,0,0,0,0,0
1047.8 sec,0,0,0,0,0,0,0
1047.8 sec,0,0,0,0,0,0,0
1047.8 sec,0,0,0,0,0,0,0
1047.9 sec,0,0,0,0,0,0,0
1047.9 sec,0,0,0,0,0,0,0
1047.9 sec,0,0,0,0,0,0,0
1047.9 sec,0,0,0,0,0,0,0
1047.9 sec,0,0,0,0,0,0,0
1048 sec,0,0,0,0,0,0,0
1048 sec,0,0,0,0,0,0,0
1048 sec,0,0,0,0,0,0,0
1048 sec,0,0,0,0,0,0,0
1048 sec,0,0,0,0,0,0,0
1048.1 sec,0,0,0,0,0,0,0
1048.1 sec,0,0,0,0,0,0,0
1048.1 sec,0,0,0,0,0,0,0
1048.1 sec,0,0,0,0,0,0,0
1048.1 sec,0,0,0,0,0,0,0
1048.2 sec,0,0,0,0,0,0,0
1048.2 sec,0,0,0,0,0,0,0
1048.2 sec,0,0,0,0,0,0,0
1048.2 sec,0,0,0,0,0,0,0
1048.2 sec,0,0,0,0,0,0,0
1048.3 sec,0,0,0,0,0,0,0
1048.3 sec,0,0,0,0,0,0,0
1048.3 sec,0,0,0,0,0,0,0
1048.3 sec,0,0,0,0,0,0,0
1048.3 sec,0,0,0,0,0,0,0
1048.4 sec,0,0,0,0,0,0,0
1048.4 sec,0,0,0,0,0,0,0
1048.4 sec,0,0,0,0,0,0,0
1048.4 sec,0,0,0,0,0,0,0
1048.4 sec,0,0,0,0,0,0,0
1048.5 sec,0,0,0,0,0,0,0
1048.5 sec,0,0,0,0,0,0,0
1048.5 sec,0,0,0,0,0,0,0
1048.5 sec,0,0,0,0,0,0,0
1048.5 sec,0,0,0,0,0,0,0
1048.6 sec,0,0,0,0,0,0,0
1048.6 sec,0,0,0,0,0,0,0
1048.6 sec,0,0,0,0,0,0,0
1048.6 sec,0,0,0,0,0,0,0
1048.6 sec,0,0,0,0,0,0,0
1048.7 sec,0,0,0,0,0,0,0
1048.7 sec,0,0,0,0,0,0,0
1048.7 sec,0,0,0,0,0,0,0
1048.7 sec,0,0,0,0,0,0,0
1048.7 sec,0,0,0,0,0,0,0
1048.8 sec,0,0,0,0,0,0,0
1048.8 sec,0,0,0,0,0,0,0
1048.8 sec,0,0,0,0,0,0,0
1048.8 sec,0,0,0,0,0,0,0
1048.8 sec,0,0,0,0,0,0,0
1048.9 sec,0,0,0,0,0,0,0
1048.9 sec,0,0,0,0,0,0,0
1048.9 sec,0,0,0,0,0,0,0
1048.9 sec,0,0,0,0,0,0,0
1048.9 sec,0,0,0,0,0,0,0
1049 sec,0,0,0,0,0,0,0
1049 sec,0,0,0,0,0,0,0
1049 sec,0,0,0,0,0,0,0
1049 sec,0,0,0,0,0,0,0
1049 sec,0,0,0,0,0,0,0
1049.1 sec,0,0,0,0,0,0,0
1049.1 sec,0,0,0,0,0,0,0
1049.1 sec,0,0,0,0,0,0,0
1049.1 sec,0,0,0,0,0,0,0
1049.1 sec,0,0,0,0,0,0,0
1049.2 sec,0,0,0,0,0,0,0
1049.2 sec,0,0,0,0,0,0,0
1049.2 sec,0,0,0,0,0,0,0
1049.2 sec,0,0,0,0,0,0,0
1049.2 sec,0,0,0,0,0,0,0
1049.3 sec,0,0,0,0,0,0,0
1049.3 sec,0,0,0,0,0,0,0
1049.3 sec,0,0,0,0,0,0,0
1049.3 sec,0,0,0,0,0,0,0
1049.3 sec,0,0,0,0,0,0,0
1049.4 sec,0,0,0,0,0,0,0
1049.4 sec,0,0,0,0,0,0,0
1049.4 sec,0,0,0,0,0,0,0
1049.4 sec,0,0,0,0,0,0,0
1049.4 sec,0,0,0,0,0,0,0
1049.5 sec,0,0,0,0,0,0,0
1049.5 sec,0,0,0,0,0,0,0
1049.5 sec,0,0,0,0,0,0,0
1049.5 sec,0,0,0,0,0,0,0
1049.5 sec,0,0,0,0,0,0,0
1049.6 sec,0,0,0,0,0,0,0
1049.6 sec,0,0,0,0,0,0,0
1049.6 sec,0,0,0,0,0,0,0
1049.6 sec,0,0,0,0,0,0,0
1049.6 sec,0,0,0,0,0,0,0
1049.7 sec,0,0,0,0,0,0,0
1049.7 sec,0,0,0,0,0,0,0
1049.7 sec,0,0,0,0,0,0,0
1049.7 sec,0,0,0,0,0,0,0
1049.7 sec,0,0,0,0,0,0,0
1049.8 sec,0,0,0,0,0,0,0
1049.8 sec,0,0,0,0,0,0,0
1049.8 sec,0,0,0,0,0,0,0
1049.8 sec,0,0,0,0,0,0,0
1049.8 sec,0,0,0,0,0,0,0
1049.9 sec,0,0,0,0,0,0,0
1049.9 sec,0,0,0,0,0,0,0
1049.9 sec,0,0,0,0,0,0,0
1049.9 sec,0,0,0,0,0,0,0
1049.9 sec,0,0,0,0,0,0,0
1050 sec,0,0,0,0,0,0,0
1050 sec,0,0,0,0,0,0,0
1050 sec,0,0,0,0,0,0,0
1050 sec,0,0,0,0,0,0,0
1050 sec,0,0,0,0,0,0,0
1050.1 sec,0,0,0,0,0,0,0
1050.1 sec,0,0,0,0,0,0,0
1050.1 sec,0,0,0,0,0,0,0
1050.1 sec,0,0,0,0,0,0,0
1050.1 sec,0,0,0,0,0,0,0
1050.2 sec,0,0,0,0,0,0,0
1050.2 sec,0,0,0,0,0,0,0
1050.2 sec,0,0,0,0,0,0,0
1050.2 sec,0,0,0,0,0,0,0
1050.2 sec,0,0,0,0,0,0,0
1050.3 sec,0,0,0,0,0,0,0
1050.3 sec,0,0,0,0,0,0,0
1050.3 sec,0,0,0,0,0,0,0
1050.3 sec,0,0,0,0,0,0,0
1050.3 sec,0,0,0,0,0,0,0
1050.4 sec,0,0,0,0,0,0,0
1050.4 sec,0,0,0,0,0,0,0
1050.4 sec,0,0,0,0,0,0,0
1050.4 sec,0,0,0,0,0,0,0
1050.4 sec,0,0,0,0,0,0,0
1050.5 sec,0,0,0,0,0,0,0
1050.5 sec,0,0,0,0,0,0,0
1050.5 sec,0,0,0,0,0,0,0
1050.5 sec,0,0,0,0,0,0,0
1050.5 sec,0,0,0,0,0,0,0
1050.6 sec,0,0,0,0,0,0,0
1050.6 sec,0,0,0,0,0,0,0
1050.6 sec,0,0,0,0,0,0,0
1050.6 sec,0,0,0,0,0,0,0
1050.6 sec,0,0,0,0,0,0,0
1050.7 sec,0,0,0,0,0,0,0
1050.7 sec,0,0,0,0,0,0,0
1050.7 sec,0,0,0,0,0,0,0
1050.7 sec,0,0,0,0,0,0,0
1050.7 sec,0,0,0,0,0,0,0
1050.8 sec,0,0,0,0,0,0,0
1050.8 sec,0,0,0,0,0,0,0
1050.8 sec,0,0,0,0,0,0,0
1050.8 sec,0,0,0,0,0,0,0
1050.8 sec,0,0,0,0,0,0,0
1050.9 sec,0,0,0,0,0,0,0
1050.9 sec,0,0,0,0,0,0,0
1050.9 sec,0,0,0,0,0,0,0
1050.9 sec,0,0,0,0,0,0,0
1050.9 sec,0,0,0,0,0,0,0
1051 sec,0,0,0,0,0,0,0
1051 sec,0,0,0,0,0,0,0
1051 sec,0,0,0,0,0,0,0
1051 sec,0,0,0,0,0,0,0
1051 sec,0,0,0,0,0,0,0
1051.1 sec,0,0,0,0,0,0,0
1051.1 sec,0,0,0,0,0,0,0
1051.1 sec,0,0,0,0,0,0,0
1051.1 sec,0,0,0,0,0,0,0
1051.1 sec,0,0,0,0,0,0,0
1051.2 sec,0,0,0,0,0,0,0
1051.2 sec,0,0,0,0,0,0,0
1051.2 sec,0,0,0,0,0,0,0
1051.2 sec,0,0,0,0,0,0,0
1051.2 sec,0,0,0,0,0,0,0
1051.3 sec,0,0,0,0,0,0,0
1051.3 sec,0,0,0,0,0,0,0
1051.3 sec,0,0,0,0,0,0,0
1051.3 sec,0,0,0,0,0,0,0
1051.3 sec,0,0,0,0,0,0,0
1051.4 sec,0,0,0,0,0,0,0
1051.4 sec,0,0,0,0,0,0,0
1051.4 sec,0,0,0,0,0,0,0
1051.4 sec,0,0,0,0,0,0,0
1051.4 sec,0,0,0,0,0,0,0
1051.5 sec,0,0,0,0,0,0,0
1051.5 sec,0,0,0,0,0,0,0
1051.5 sec,0,0,0,0,0,0,0
1051.5 sec,0,0,0,0,0,0,0
1051.5 sec,0,0,0,0,0,0,0
1051.6 sec,0,0,0,0,0,0,0
1051.6 sec,0,0,0,0,0,0,0
1051.6 sec,0,0,0,0,0,0,0
1051.6 sec,0,0,0,0,0,0,0
1051.6 sec,0,0,0,0,0,0,0
1051.7 sec,0,0,0,0,0,0,0
1051.7 sec,0,0,0,0,0,0,0
1051.7 sec,0,0,0,0,0,0,0
1051.7 sec,0,0,0,0,0,0,0
1051.7 sec,0,0,0,0,0,0,0
1051.8 sec,0,0,0,0,0,0,0
1051.8 sec,0,0,0,0,0,0,0
1051.8 sec,0,0,0,0,0,0,0
1051.8 sec,0,0,0,0,0,0,0
1051.8 sec,0,0,0,0,0,0,0
1051.9 sec,0,0,0,0,0,0,0
1051.9 sec,0,0,0,0,0,0,0
1051.9 sec,0,0,0,0,0,0,0
1051.9 sec,0,0,0,0,0,0,0
1051.9 sec,0,0,0,0,0,0,0
1052 sec,0,0,0,0,0,0,0
1052 sec,0,0,0,0,0,0,0
1052 sec,0,0,0,0,0,0,0
1052 sec,0,0,0,0,0,0,0
1052 sec,0,0,0,0,0,0,0
1052.1 sec,0,0,0,0,0,0,0
1052.1 sec,0,0,0,0,0,0,0
1052.1 sec,0,0,0,0,0,0,0
1052.1 sec,0,0,0,0,0,0,0
1052.1 sec,0,0,0,0,0,0,0
1052.2 sec,0,0,0,0,0,0,0
1052.2 sec,0,0,0,0,0,0,0
1052.2 sec,0,0,0,0,0,0,0
1052.2 sec,0,0,0,0,0,0,0
1052.2 sec,0,0,0,0,0,0,0
1052.3 sec,0,0,0,0,0,0,0
1052.3 sec,0,0,0,0,0,0,0
1052.3 sec,0,0,0,0,0,0,0
1052.3 sec,0,0,0,0,0,0,0
1052.3 sec,0,0,0,0,0,0,0
1052.4 sec,0,0,0,0,0,0,0
1052.4 sec,0,0,0,0,0,0,0
1052.4 sec,0,0,0,0,0,0,0
1052.4 sec,0,0,0,0,0,0,0
1052.4 sec,0,0,0,0,0,0,0
1052.5 sec,0,0,0,0,0,0,0
1052.5 sec,0,0,0,0,0,0,0
1052.5 sec,0,0,0,0,0,0,0
1052.5 sec,0,0,0,0,0,0,0
1052.5 sec,0,0,0,0,0,0,0
1052.6 sec,0,0,0,0,0,0,0
1052.6 sec,0,0,0,0,0,0,0
1052.6 sec,0,0,0,0,0,0,0
1052.6 sec,0,0,0,0,0,0,0
1052.6 sec,0,0,0,0,0,0,0
1052.7 sec,0,0,0,0,0,0,0
1052.7 sec,0,0,0,0,0,0,0
1052.7 sec,0,0,0,0,0,0,0
1052.7 sec,0,0,0,0,0,0,0
1052.7 sec,0,0,0,0,0,0,0
1052.8 sec,0,0,0,0,0,0,0
1052.8 sec,0,0,0,0,0,0,0
1052.8 sec,0,0,0,0,0,0,0
1052.8 sec,0,0,0,0,0,0,0
1052.8 sec,0,0,0,0,0,0,0
1052.9 sec,0,0,0,0,0,0,0
1052.9 sec,0,0,0,0,0,0,0
1052.9 sec,0,0,0,0,0,0,0
1052.9 sec,0,0,0,0,0,0,0
1052.9 sec,0,0,0,0,0,0,0
1053 sec,0,0,0,0,0,0,0
1053 sec,0,0,0,0,0,0,0
1053 sec,0,0,0,0,0,0,0
1053 sec,0,0,0,0,0,0,0
1053 sec,0,0,0,0,0,0,0
1053.1 sec,0,0,0,0,0,0,0
1053.1 sec,0,0,0,0,0,0,0
1053.1 sec,0,0,0,0,0,0,0
1053.1 sec,0,0,0,0,0,0,0
1053.1 sec,0,0,0,0,0,0,0
1053.2 sec,0,0,0,0,0,0,0
1053.2 sec,0,0,0,0,0,0,0
1053.2 sec,0,0,0,0,0,0,0
1053.2 sec,0,0,0,0,0,0,0
1053.2 sec,0,0,0,0,0,0,0
1053.3 sec,0,0,0,0,0,0,0
1053.3 sec,0,0,0,0,0,0,0
1053.3 sec,0,0,0,0,0,0,0
1053.3 sec,0,0,0,0,0,0,0
1053.3 sec,0,0,0,0,0,0,0
1053.4 sec,0,0,0,0,0,0,0
1053.4 sec,0,0,0,0,0,0,0
1053.4 sec,0,0,0,0,0,0,0
1053.4 sec,0,0,0,0,0,0,0
1053.4 sec,0,0,0,0,0,0,0
1053.5 sec,0,0,0,0,0,0,0
1053.5 sec,0,0,0,0,0,0,0
1053.5 sec,0,0,0,0,0,0,0
1053.5 sec,0,0,0,0,0,0,0
1053.5 sec,0,0,0,0,0,0,0
1053.6 sec,0,0,0,0,0,0,0
1053.6 sec,0,0,0,0,0,0,0
1053.6 sec,0,0,0,0,0,0,0
1053.6 sec,0,0,0,0,0,0,0
1053.6 sec,0,0,0,0,0,0,0
1053.7 sec,0,0,0,0,0,0,0
1053.7 sec,0,0,0,0,0,0,0
1053.7 sec,0,0,0,0,0,0,0
1053.7 sec,0,0,0,0,0,0,0
1053.7 sec,0,0,0,0,0,0,0
1053.8 sec,0,0,0,0,0,0,0
1053.8 sec,0,0,0,0,0,0,0
1053.8 sec,0,0,0,0,0,0,0
1053.8 sec,0,0,0,0,0,0,0
1053.8 sec,0,0,0,0,0,0,0
1053.9 sec,0,0,0,0,0,0,0
1053.9 sec,0,0,0,0,0,0,0
1053.9 sec,0,0,0,0,0,0,0
1053.9 sec,0,0,0,0,0,0,0
1053.9 sec,0,0,0,0,0,0,0
1054 sec,0,0,0,0,0,0,0
1054 sec,0,0,0,0,0,0,0
1054 sec,0,0,0,0,0,0,0
1054 sec,0,0,0,0,0,0,0
1054 sec,0,0,0,0,0,0,0
1054.1 sec,0,0,0,0,0,0,0
1054.1 sec,0,0,0,0,0,0,0
1054.1 sec,0,0,0,0,0,0,0
1054.1 sec,0,0,0,0,0,0,0
1054.1 sec,0,0,0,0,0,0,0
1054.2 sec,0,0,0,0,0,0,0
1054.2 sec,0,0,0,0,0,0,0
1054.2 sec,0,0,0,0,0,0,0
1054.2 sec,0,0,0,0,0,0,0
1054.2 sec,0,0,0,0,0,0,0
1054.3 sec,0,0,0,0,0,0,0
1054.3 sec,0,0,0,0,0,0,0
1054.3 sec,0,0,0,0,0,0,0
1054.3 sec,0,0,0,0,0,0,0
1054.3 sec,0,0,0,0,0,0,0
1054.4 sec,0,0,0,0,0,0,0
1054.4 sec,0,0,0,0,0,0,0
1054.4 sec,0,0,0,0,0,0,0
1054.4 sec,0,0,0,0,0,0,0
1054.4 sec,0,0,0,0,0,0,0
1054.5 sec,0,0,0,0,0,0,0
1054.5 sec,0,0,0,0,0,0,0
1054.5 sec,0,0,0,0,0,0,0
1054.5 sec,0,0,0,0,0,0,0
1054.5 sec,0,0,0,0,0,0,0
1054.6 sec,0,0,0,0,0,0,0
1054.6 sec,0,0,0,0,0,0,0
1054.6 sec,0,0,0,0,0,0,0
1054.6 sec,0,0,0,0,0,0,0
1054.6 sec,0,0,0,0,0,0,0
1054.7 sec,0,0,0,0,0,0,0
1054.7 sec,0,0,0,0,0,0,0
1054.7 sec,0,0,0,0,0,0,0
1054.7 sec,0,0,0,0,0,0,0
1054.7 sec,0,0,0,0,0,0,0
1054.8 sec,0,0,0,0,0,0,0
1054.8 sec,0,0,0,0,0,0,0
1054.8 sec,0,0,0,0,0,0,0
1054.8 sec,0,0,0,0,0,0,0
1054.8 sec,0,0,0,0,0,0,0
1054.9 sec,0,0,0,0,0,0,0
1054.9 sec,0,0,0,0,0,0,0
1054.9 sec,0,0,0,0,0,0,0
1054.9 sec,0,0,0,0,0,0,0
1054.9 sec,0,0,0,0,0,0,0
1055 sec,0,0,0,0,0,0,0
1055 sec,0,0,0,0,0,0,0
1055 sec,0,0,0,0,0,0,0
1055 sec,0,0,0,0,0,0,0
1055 sec,0,0,0,0,0,0,0
1055.1 sec,0,0,0,0,0,0,0
1055.1 sec,0,0,0,0,0,0,0
1055.1 sec,0,0,0,0,0,0,0
1055.1 sec,0,0,0,0,0,0,0
1055.1 sec,0,0,0,0,0,0,0
1055.2 sec,0,0,0,0,0,0,0
1055.2 sec,0,0,0,0,0,0,0
1055.2 sec,0,0,0,0,0,0,0
1055.2 sec,0,0,0,0,0,0,0
1055.2 sec,0,0,0,0,0,0,0
1055.3 sec,0,0,0,0,0,0,0
1055.3 sec,0,0,0,0,0,0,0
1055.3 sec,0,0,0,0,0,0,0
1055.3 sec,0,0,0,0,0,0,0
1055.3 sec,0,0,0,0,0,0,0
1055.4 sec,0,0,0,0,0,0,0
1055.4 sec,0,0,0,0,0,0,0
1055.4 sec,0,0,0,0,0,0,0
1055.4 sec,0,0,0,0,0,0,0
1055.4 sec,0,0,0,0,0,0,0
1055.5 sec,0,0,0,0,0,0,0
1055.5 sec,0,0,0,0,0,0,0
1055.5 sec,0,0,0,0,0,0,0
1055.5 sec,0,0,0,0,0,0,0
1055.5 sec,0,0,0,0,0,0,0
1055.6 sec,0,0,0,0,0,0,0
1055.6 sec,0,0,0,0,0,0,0
1055.6 sec,0,0,0,0,0,0,0
1055.6 sec,0,0,0,0,0,0,0
1055.6 sec,0,0,0,0,0,0,0
1055.7 sec,0,0,0,0,0,0,0
1055.7 sec,0,0,0,0,0,0,0
1055.7 sec,0,0,0,0,0,0,0
1055.7 sec,0,0,0,0,0,0,0
1055.7 sec,0,0,0,0,0,0,0
1055.8 sec,0,0,0,0,0,0,0
1055.8 sec,0,0,0,0,0,0,0
1055.8 sec,0,0,0,0,0,0,0
1055.8 sec,0,0,0,0,0,0,0
1055.8 sec,0,0,0,0,0,0,0
1055.9 sec,0,0,0,0,0,0,0
1055.9 sec,0,0,0,0,0,0,0
1055.9 sec,0,0,0,0,0,0,0
1055.9 sec,0,0,0,0,0,0,0
1055.9 sec,0,0,0,0,0,0,0
1056 sec,0,0,0,0,0,0,0
1056 sec,0,0,0,0,0,0,0
1056 sec,0,0,0,0,0,0,0
1056 sec,0,0,0,0,0,0,0
1056 sec,0,0,0,0,0,0,0
1056.1 sec,0,0,0,0,0,0,0
1056.1 sec,0,0,0,0,0,0,0
1056.1 sec,0,0,0,0,0,0,0
1056.1 sec,0,0,0,0,0,0,0
1056.1 sec,0,0,0,0,0,0,0
1056.2 sec,0,0,0,0,0,0,0
1056.2 sec,0,0,0,0,0,0,0
1056.2 sec,0,0,0,0,0,0,0
1056.2 sec,0,0,0,0,0,0,0
1056.2 sec,0,0,0,0,0,0,0
1056.3 sec,0,0,0,0,0,0,0
1056.3 sec,0,0,0,0,0,0,0
1056.3 sec,0,0,0,0,0,0,0
1056.3 sec,0,0,0,0,0,0,0
1056.3 sec,0,0,0,0,0,0,0
1056.4 sec,0,0,0,0,0,0,0
1056.4 sec,0,0,0,0,0,0,0
1056.4 sec,0,0,0,0,0,0,0
1056.4 sec,0,0,0,0,0,0,0
1056.4 sec,0,0,0,0,0,0,0
1056.5 sec,0,0,0,0,0,0,0
1056.5 sec,0,0,0,0,0,0,0
1056.5 sec,0,0,0,0,0,0,0
1056.5 sec,0,0,0,0,0,0,0
1056.5 sec,0,0,0,0,0,0,0
1056.6 sec,0,0,0,0,0,0,0
1056.6 sec,0,0,0,0,0,0,0
1056.6 sec,0,0,0,0,0,0,0
1056.6 sec,0,0,0,0,0,0,0
1056.6 sec,0,0,0,0,0,0,0
1056.7 sec,0,0,0,0,0,0,0
1056.7 sec,0,0,0,0,0,0,0
1056.7 sec,0,0,0,0,0,0,0
1056.7 sec,0,0,0,0,0,0,0
1056.7 sec,0,0,0,0,0,0,0
1056.8 sec,0,0,0,0,0,0,0
1056.8 sec,0,0,0,0,0,0,0
1056.8 sec,0,0,0,0,0,0,0
1056.8 sec,0,0,0,0,0,0,0
1056.8 sec,0,0,0,0,0,0,0
1056.9 sec,0,0,0,0,0,0,0
1056.9 sec,0,0,0,0,0,0,0
1056.9 sec,0,0,0,0,0,0,0
1056.9 sec,0,0,0,0,0,0,0
1056.9 sec,0,0,0,0,0,0,0
1057 sec,0,0,0,0,0,0,0
1057 sec,0,0,0,0,0,0,0
1057 sec,0,0,0,0,0,0,0
1057 sec,0,0,0,0,0,0,0
1057 sec,0,0,0,0,0,0,0
1057.1 sec,0,0,0,0,0,0,0
1057.1 sec,0,0,0,0,0,0,0
1057.1 sec,0,0,0,0,0,0,0
